,Unnamed: 0,context,answer,question,start_idx,end_idx,predicted_answer,score
1333,1333,"However, these characteristics actually result from the Pauli exclusion principle.-LSB-citation needed-RSB-Since electrons are fermions, they cannot occupy the same quantum mechanical state as other electrons. When the electrons in a material are densely packed together, there are not enough lower energy quantum mechanical states for them all, so some of them must be in higher energy states.",they cannot occupy the same quantum mechanical state as other electrons,"why are electrons considered to be fermions ?
",137,207,they cannot occupy the same quantum mechanical state as other electrons,1.0
1334,1334,"For example, a non-deterministic Turing machine is a computational model that is allowed to branch out to check many different possibilities at once. The non-deterministic Turing machine has very little to do with how we physically want to compute algorithms, but its branching exactly captures many of the mathematical models we want to analyze, so that non-deterministic time is a very important resource in analyzing computational problems. ","The non-deterministic Turing machine has very little to do with how we physically want to compute algorithms, but its branching exactly captures many of the mathematical models we want to analyze","why is non - deterministic time an important resource in analyzing computational problems ?
",150,344,its branching exactly captures many of the mathematical models we want to analyze,0.5853658536585366
1335,1335,"For example, a non-deterministic Turing machine is a computational model that is allowed to branch out to check many different possibilities at once. The non-deterministic Turing machine has very little to do with how we physically want to compute algorithms, but its branching exactly captures many of the mathematical models we want to analyze, so that non-deterministic time is a very important resource in analyzing computational problems. ",non-deterministic time is a very important resource in analyzing computational problems,"what is the benefit of a non - deterministic turing machine ?
",355,441,,0.0
1336,1336," The Rankine cycle and most practical steam engines have a water pump to recycle or top up the boiler water, so that they may be run continuously. Utility and industrial boilers commonly use multi-stage centrifugal pumps; however, other types are used.",The Rankine cycle and most practical steam engines have a water pump to recycle or top up the boiler water,"how can steam engines be run continuously ?
",1,106,a water pump to recycle or top up the boiler water,0.6923076923076924
1337,1337," The Rankine cycle and most practical steam engines have a water pump to recycle or top up the boiler water, so that they may be run continuously. Utility and industrial boilers commonly use multi-stage centrifugal pumps; however, other types are used.",they may be run continuously,"what is the purpose of a water pump in a rankine cycle ?
",117,144,to recycle or top up the boiler water,0.0
1338,1338,"For mobile applications steam has been largely superseded by internal combustion engines or electric motors. However, most electric power is generated using steam turbine plant, so that indirectly the world 's industry is still dependent on steam power. Recent concerns about fuel sources and pollution have incited a renewed interest in steam both as a component of cogeneration processes and as a prime mover.","However, most electric power is generated using steam turbine plant","how is electric power generated ?
",109,175,steam turbine plant,0.4615384615384615
1339,1339,"For mobile applications steam has been largely superseded by internal combustion engines or electric motors. However, most electric power is generated using steam turbine plant, so that indirectly the world 's industry is still dependent on steam power. Recent concerns about fuel sources and pollution have incited a renewed interest in steam both as a component of cogeneration processes and as a prime mover.",indirectly the world 's industry is still dependent on steam power,"why is electric power generated using steam turbine plant ?
",186,251,indirectly the world ' s industry is still dependent on steam power,1.0
1340,1340,"The adoption of laws which will have legal effect in the European Union must have a proper legal basis. Legislation in member states which implements European Union law must be worded so that it is clearly understandable by those who are subject to the law. In European Union law the general principle of legal certainty prohibits Ex post facto laws, i.e. laws should not take effect before they are published.",Legislation in member states which implements European Union law must be worded,"what must be done to make laws understandable by those who are subject to the law ?
",104,182,legislation in member states which implements european union law must be worded,1.0
1341,1341,"The adoption of laws which will have legal effect in the European Union must have a proper legal basis. Legislation in member states which implements European Union law must be worded so that it is clearly understandable by those who are subject to the law. In European Union law the general principle of legal certainty prohibits Ex post facto laws, i.e. laws should not take effect before they are published.",it is clearly understandable by those who are subject to the law,"what must legislation in member states which implements european union law be worded so that ?
",192,255,it is clearly understandable by those who are subject to the law,1.0
1342,1342,"If a member state does appeal to the article 36 justification, the measures it takes have to be applied proportionately. This means the rule must be pursue a legitimate aim and (1) be suitable to achieve the aim, (2) be necessary, so that a less restrictive measure could not achieve the same result, and (3) be reasonable in balancing the interests of free trade with interests in article 36. ","This means the rule must be pursue a legitimate aim and (1) be suitable to achieve the aim, (2) be necessary","what are the criteria for applying a proportionate justification to article 36 ?
",121,228,,0.0
1343,1343,"If a member state does appeal to the article 36 justification, the measures it takes have to be applied proportionately. This means the rule must be pursue a legitimate aim and (1) be suitable to achieve the aim, (2) be necessary, so that a less restrictive measure could not achieve the same result, and (3) be reasonable in balancing the interests of free trade with interests in article 36. ","a less restrictive measure could not achieve the same result, and (3) be reasonable in balancing the interests of free trade with interests in article 36","what must be necessary in order for the rule to be applied ?
",239,391,a less restrictive measure could not achieve the same result,0.5161290322580645
1344,1344,"However, from the 1970s, this focus shifted towards developing a more ""social"" Europe. Free movement was increasingly based on ""citizenship"", so that people had rights to empower them to become economically and socially active, rather than economic activity being a precondition for rights. This means the basic ""worker"" rights in TFEU article 45 function as a specific expression of the general rights of citizens in TFEU articles 18 to 21.","Free movement was increasingly based on ""citizenship","why did the focus shift towards developing a more "" social "" europe ?
",87,138,"free movement was increasingly based on "" citizenship "" , so that people had rights to empower them to become economically and socially active , rather than economic activity being a precondition for rights",0.3888888888888889
1345,1345,"However, from the 1970s, this focus shifted towards developing a more ""social"" Europe. Free movement was increasingly based on ""citizenship"", so that people had rights to empower them to become economically and socially active, rather than economic activity being a precondition for rights. This means the basic ""worker"" rights in TFEU article 45 function as a specific expression of the general rights of citizens in TFEU articles 18 to 21.","people had rights to empower them to become economically and socially active, rather than economic activity being a precondition for rights","why was free movement based on citizenship ?
",150,288,so that people had rights to empower them to become economically and socially active,0.7058823529411764
1346,1346,"Unlike conventional cilia and flagella, which has a filament structure arranged in a 9+2 pattern, these cilia are arranged in a 9+3 pattern, where the extra compact filament is suspected to have a supporting function. These normally beat so that the propulsion stroke is away from the mouth, although they can also reverse direction. Hence ctenophores usually swim in the direction in which the mouth is pointing, unlike jellyfish.",These normally beat,"how do ctenophores move the propulsion stroke away from the mouth ?
",218,236,beat,0.5
1347,1347,"Unlike conventional cilia and flagella, which has a filament structure arranged in a 9+2 pattern, these cilia are arranged in a 9+3 pattern, where the extra compact filament is suspected to have a supporting function. These normally beat so that the propulsion stroke is away from the mouth, although they can also reverse direction. Hence ctenophores usually swim in the direction in which the mouth is pointing, unlike jellyfish.","the propulsion stroke is away from the mouth, although they can also reverse direction","why do ctenophores usually beat ?
",246,331,so that the propulsion stroke is away from the mouth,0.6
1348,1348,"From opposite sides of the body extends a pair of long, slender tentacles, each housed in a sheath into which it can be withdrawn. Some species of cydippids have bodies that are flattened to various extents, so that they are wider in the plane of the tentacles. ",Some species of cydippids have bodies that are flattened to various extents,"are some species of cydippids flattened ?
",131,205,some species of cydippids have bodies that are flattened to various extents,1.0
1349,1349,"From opposite sides of the body extends a pair of long, slender tentacles, each housed in a sheath into which it can be withdrawn. Some species of cydippids have bodies that are flattened to various extents, so that they are wider in the plane of the tentacles. ",they are wider in the plane of the tentacles,"why do some cydippids have bodies that are flattened ?
",216,259,so that they are wider in the plane of the tentacles,0.8750000000000001
1350,1350,"Most lobates are quite passive when moving through the water, using the cilia on their comb rows for propulsion, although Leucothea has long and active auricles whose movements also contribute to propulsion. Members of the lobate genera Bathocyroe and Ocyropsis can escape from danger by clapping their lobes, so that the jet of expelled water drives them backwards very quickly. Unlike cydippids, the movements of lobates ' combs are coordinated by nerves rather than by water disturbances created by the cilia, yet combs on the same row beat in the same Mexican wave style as the mechanically coordinated comb rows of cydippids and beroids.",Members of the lobate genera Bathocyroe and Ocyropsis can escape from danger by clapping their lobes,"how do lobates escape danger ?
",208,307,by clapping their lobes,0.4210526315789474
1351,1351,"Most lobates are quite passive when moving through the water, using the cilia on their comb rows for propulsion, although Leucothea has long and active auricles whose movements also contribute to propulsion. Members of the lobate genera Bathocyroe and Ocyropsis can escape from danger by clapping their lobes, so that the jet of expelled water drives them backwards very quickly. Unlike cydippids, the movements of lobates ' combs are coordinated by nerves rather than by water disturbances created by the cilia, yet combs on the same row beat in the same Mexican wave style as the mechanically coordinated comb rows of cydippids and beroids.",the jet of expelled water drives them backwards very quickly,"how do members of the lobate genera escape danger by clapping their lobes ?
",318,377,the jet of expelled water drives them backwards very quickly,1.0
1352,1352,"Connection-oriented transmission requires a setup phase in each involved node before any packet is transferred to establish the parameters of communication. The packets include a connection identifier rather than address information and are negotiated between endpoints so that they are delivered in order and with error checking. Address information is only transferred to each node during the connection set-up phase, when the route to the destination is discovered and an entry is added to the switching table in each network node through which the connection passes.",The packets include a connection identifier rather than address information and are negotiated between endpoints,"how are packets negotiated in connection - oriented transmission ?
",157,268,in order and with error checking,0.10526315789473684
1353,1353,"Connection-oriented transmission requires a setup phase in each involved node before any packet is transferred to establish the parameters of communication. The packets include a connection identifier rather than address information and are negotiated between endpoints so that they are delivered in order and with error checking. Address information is only transferred to each node during the connection set-up phase, when the route to the destination is discovered and an entry is added to the switching table in each network node through which the connection passes.",they are delivered in order and with error checking,"why are packets negotiated between endpoints ?
",278,328,so that they are delivered in order and with error checking,0.9
1354,1354,"By contrast, the vast majority of the population is dependent on income in the form of a wage or salary. In order to rectify this situation, socialists argue that the means of production should be socially owned so that income differentials would be reflective of individual contributions to the social product. ","In order to rectify this situation, socialists argue that the means of production should be socially owned","what do socialists believe should be done to the means of production ?
",105,210,socially owned,0.2222222222222222
1355,1355,"By contrast, the vast majority of the population is dependent on income in the form of a wage or salary. In order to rectify this situation, socialists argue that the means of production should be socially owned so that income differentials would be reflective of individual contributions to the social product. ",income differentials would be reflective of individual contributions to the social product,"why do socialists argue that the means of production should be socially owned ?
",220,309,income differentials would be reflective of individual contributions to the social product,1.0
1356,1356,"Presented to the Scottish Parliament by the Queen upon its official opening in July 1999, the mace is displayed in a glass case suspended from the lid. At the beginning of each sitting in the chamber, the lid of the case is rotated so that the mace is above the glass, to symbolise that a full meeting of the Parliament is taking place. ","At the beginning of each sitting in the chamber, the lid of the case is rotated","how is the mace used to symbolize a meeting of the scottish parliament ?
",152,230,the lid of the case is rotated so that the mace is above the glass,0.43478260869565216
1357,1357,"Presented to the Scottish Parliament by the Queen upon its official opening in July 1999, the mace is displayed in a glass case suspended from the lid. At the beginning of each sitting in the chamber, the lid of the case is rotated so that the mace is above the glass, to symbolise that a full meeting of the Parliament is taking place. ","the mace is above the glass, to symbolise that a full meeting of the Parliament is taking place","why is the mace rotated at the beginning of each sitting of the scottish parliament ?
",240,334,to symbolise that a full meeting of the parliament is taking place,0.8333333333333333
1358,1358,"This difference was particularly apparent in textual and visual works of early European studies of the Orient that positioned the East as irrational and backward in opposition to the rational and progressive West. Defining the East as a negative vision of itself, as its inferior, not only increased the West 's sense of self, but also was a way of ordering the East and making it known to the West so that it could be dominated and controlled. The discourse of Orientalism therefore served as an ideological justification of early Western imperialism, as it formed a body of knowledge and ideas that rationalized social, cultural, political, and economic control of other territories.","Defining the East as a negative vision of itself, as its inferior, not only increased the West 's sense of self, but also was a way of ordering the East and making it known to the West","how did early european studies of the orient view the east ?
",214,397,irrational and backward,0.0588235294117647
1359,1359,"This difference was particularly apparent in textual and visual works of early European studies of the Orient that positioned the East as irrational and backward in opposition to the rational and progressive West. Defining the East as a negative vision of itself, as its inferior, not only increased the West 's sense of self, but also was a way of ordering the East and making it known to the West so that it could be dominated and controlled. The discourse of Orientalism therefore served as an ideological justification of early Western imperialism, as it formed a body of knowledge and ideas that rationalized social, cultural, political, and economic control of other territories.",it could be dominated and controlled,"why was the east made known to the west ?
",407,442,so that it could be dominated and controlled,0.8571428571428571
1360,1360,"Many theoreticians on the left have followed in emphasizing the structural or systemic character of ""imperialism"". Such writers have expanded the time period associated with the term so that it now designates neither a policy, nor a short space of decades in the late 19th century, but a world system extending over a period of centuries, often going back to Christopher Columbus and, in some accounts, to the Crusades. As the application of the term has expanded, its meaning has shifted along five distinct but often parallel axes: the moral, the economic, the systemic, the cultural, and the temporal.",Such writers have expanded the time period associated with the term,"what have many theoreticians on the left done to "" imperialism "" ?
",115,181,emphasizing the structural or systemic character,0.0
1361,1361,"Many theoreticians on the left have followed in emphasizing the structural or systemic character of ""imperialism"". Such writers have expanded the time period associated with the term so that it now designates neither a policy, nor a short space of decades in the late 19th century, but a world system extending over a period of centuries, often going back to Christopher Columbus and, in some accounts, to the Crusades. As the application of the term has expanded, its meaning has shifted along five distinct but often parallel axes: the moral, the economic, the systemic, the cultural, and the temporal.","it now designates neither a policy, nor a short space of decades in the late 19th century, but a world system extending over a period of centuries, often going back to Christopher Columbus and, in some accounts, to the Crusades","what have theoreticians on the left expanded the time period associated with the term to ?
",191,417,"neither a policy , nor a short space of decades in the late 19th century",0.48888888888888893
1362,1362,"They can be combined with ideal pulleys, which allow ideal strings to switch physical direction. Ideal strings transmit tension forces instantaneously in action-reaction pairs so that if two objects are connected by an ideal string, any force directed along the string by the first object is accompanied by a force directed along the string in the opposite direction by the second object. By connecting the same string multiple times to the same object through the use of a set-up that uses movable pulleys, the tension force on a load can be multiplied.",Ideal strings transmit tension forces instantaneously in action-reaction pairs,"how can ideal strings switch physical direction ?
",97,174,ideal pulleys,0.1818181818181818
1363,1363,"They can be combined with ideal pulleys, which allow ideal strings to switch physical direction. Ideal strings transmit tension forces instantaneously in action-reaction pairs so that if two objects are connected by an ideal string, any force directed along the string by the first object is accompanied by a force directed along the string in the opposite direction by the second object. By connecting the same string multiple times to the same object through the use of a set-up that uses movable pulleys, the tension force on a load can be multiplied.","if two objects are connected by an ideal string, any force directed along the string by the first object is accompanied by a force directed along the string in the opposite direction by the second object","what happens if two objects are connected by an ideal string ?
",184,386,any force directed along the string by the first object is accompanied by a force directed along the string in the opposite direction by the second object,0.8400000000000001
1364,1364,"if there exists a Turing machine operating in time f (n) that solves the problem. Since complexity theory is interested in classifying problems based on their difficulty, one defines sets of problems based on some criteria. For instance, the set of problems solvable within time f (n) on a deterministic Turing machine is then denoted by DTIME (f (n)).",their difficulty,"complexity theory is interested in classifying problems based on what ?
",153,168,their difficulty,1.0
1365,1365,"if there exists a Turing machine operating in time f (n) that solves the problem. Since complexity theory is interested in classifying problems based on their difficulty, one defines sets of problems based on some criteria. For instance, the set of problems solvable within time f (n) on a deterministic Turing machine is then denoted by DTIME (f (n)).",complexity theory is interested in classifying problems,"why does complexity theory define sets of problems based on criteria ?
",88,142,complexity theory is interested in classifying problems based on their difficulty,0.7777777777777778
1366,1366,"if there exists a Turing machine operating in time f (n) that solves the problem. Since complexity theory is interested in classifying problems based on their difficulty, one defines sets of problems based on some criteria. For instance, the set of problems solvable within time f (n) on a deterministic Turing machine is then denoted by DTIME (f (n)).",some criteria,"what does complexity theory define sets of problems based on ?
",209,221,some criteria,1.0
1367,1367,"if there exists a Turing machine operating in time f (n) that solves the problem. Since complexity theory is interested in classifying problems based on their difficulty, one defines sets of problems based on some criteria. For instance, the set of problems solvable within time f (n) on a deterministic Turing machine is then denoted by DTIME (f (n)).",one defines sets of problems,"how does complexity theory classify problems based on their difficulty ?
",171,198,one defines sets of problems based on some criteria,0.7142857142857143
1368,1368," In 1967, Manuel Blum developed an axiomatic complexity theory based on his axioms and proved an important result, the so-called, speed-up theorem. The field really began to flourish in 1971 when the US researcher Stephen Cook and, working independently, Leonid Levin in the USSR, proved that there exist practically relevant problems that are NP-complete.","his axioms and proved an important result, the so-called, speed-up theorem","what was the basis of blum ' s theory ?
",72,145,axioms,0.19999999999999998
1369,1369," In 1967, Manuel Blum developed an axiomatic complexity theory based on his axioms and proved an important result, the so-called, speed-up theorem. The field really began to flourish in 1971 when the US researcher Stephen Cook and, working independently, Leonid Levin in the USSR, proved that there exist practically relevant problems that are NP-complete.","In 1967, Manuel Blum developed an axiomatic complexity theory","when was the speed - up theorem discovered ?
",1,61,1967,0.2222222222222222
1370,1370,"The region is traditionally described as ""eight counties"", based on demographics and economic ties: Imperial, Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, and Ventura. The more extensive 10-county definition, including Kern and San Luis Obispo counties, is also used based on historical political divisions. Southern California is a major economic center for the state of California and the United States.",historical political divisions,"what is the 10 - county definition of southern california based on ?
",305,334,historical political divisions,1.0
1371,1371,"The region is traditionally described as ""eight counties"", based on demographics and economic ties: Imperial, Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, and Ventura. The more extensive 10-county definition, including Kern and San Luis Obispo counties, is also used based on historical political divisions. Southern California is a major economic center for the state of California and the United States.","The more extensive 10-county definition, including Kern and San Luis Obispo counties, is also used","how many counties are included in the 10 county definition ?
",197,294,"10 - county definition , including kern and san luis obispo counties",0.6666666666666666
1372,1372," The service started on 1 September 1993 based on the idea from the then chief executive officer, Sam Chisholm and Rupert Murdoch, of converting the company business strategy to an entirely fee-based concept. The new package included four channels formerly available free-to-air, broadcasting on Astra 's satellites, as well as introducing new channels.","the idea from the then chief executive officer, Sam Chisholm and Rupert Murdoch, of converting the company business strategy to an entirely fee-based concept","why did astra start a new channel service ?
",50,206,converting the company business strategy to an entirely fee - based concept,0.48275862068965514
1373,1373," The service started on 1 September 1993 based on the idea from the then chief executive officer, Sam Chisholm and Rupert Murdoch, of converting the company business strategy to an entirely fee-based concept. The new package included four channels formerly available free-to-air, broadcasting on Astra 's satellites, as well as introducing new channels.",The service started on 1 September 1993,"when did astra start offering a fee - based service ?
",1,39,1 september 1993,0.6666666666666666
1374,1374," It is possible to use a mechanism based on a pistonless rotary engine such as the Wankel engine in place of the cylinders and valve gear of a conventional reciprocating steam engine. Many such engines have been designed, from the time of James Watt to the present day, but relatively few were actually built and even fewer went into quantity production; see link at bottom of article for more details.",a pistonless rotary engine such as the Wankel engine in place of the cylinders and valve gear of a conventional reciprocating steam engine,"what is it possible to use a mechanism based on ?
",44,181,a pistonless rotary engine,0.2727272727272727
1375,1375," It is possible to use a mechanism based on a pistonless rotary engine such as the Wankel engine in place of the cylinders and valve gear of a conventional reciprocating steam engine. Many such engines have been designed, from the time of James Watt to the present day, but relatively few were actually built and even fewer went into quantity production; see link at bottom of article for more details.",It is possible to use a mechanism,"how is a pistonless rotary engine different from a conventional steam engine ?
",1,33,place of the cylinders and valve gear,0.0
1376,1376," In the United States, scholars argue that there already existed a negotiated settlement based on equality between both parties prior to 1973. The possibility that the Middle East could become another superpower confrontation with the USSR was of more concern to the US than oil.",equality between both parties prior to 1973,"scholars argue that there was already a negotiated settlement based on what ?
",98,140,equality between both parties,0.7272727272727273
1377,1377," In the United States, scholars argue that there already existed a negotiated settlement based on equality between both parties prior to 1973. The possibility that the Middle East could become another superpower confrontation with the USSR was of more concern to the US than oil.","In the United States, scholars argue that there already existed a negotiated settlement","is there a negotiated settlement between the us and the ussr ?
",1,87,scholars argue that there already existed a negotiated settlement based on equality between both parties,0.64
1378,1378,"The main sources of primary law are the Treaties establishing the European Union. Secondary sources include regulations and directives which are based on the Treaties. The legislature of the European Union is principally composed of the European Parliament and the Council of the European Union, which under the Treaties may establish secondary law to pursue the objective set out in the Treaties.",the Treaties,"what are regulations and directives based on ?
",36,47,the treaties,1.0
1379,1379,"The main sources of primary law are the Treaties establishing the European Union. Secondary sources include regulations and directives which are based on the Treaties. The legislature of the European Union is principally composed of the European Parliament and the Council of the European Union, which under the Treaties may establish secondary law to pursue the objective set out in the Treaties.",Secondary sources include regulations and directives which are,"what are secondary sources of primary law ?
",82,143,regulations and directives,0.5454545454545454
1380,1380,"For example, the Working Time Directive requires that every worker has at least 4 weeks paid holidays each year, but most member states require more than 28 days in national law. However, on the current position adopted by the Court of Justice, citizens have standing to make claims based on national laws that implement Directives, but not from Directives themselves. Directives do not have so called ""horizontal"" direct effect (i.e. between non-state parties).","national laws that implement Directives, but not from Directives themselves","on the current position of the court of justice , citizens have standing to make claims based on what ?
",292,366,national laws that implement directives,0.6666666666666666
1381,1381,"For example, the Working Time Directive requires that every worker has at least 4 weeks paid holidays each year, but most member states require more than 28 days in national law. However, on the current position adopted by the Court of Justice, citizens have standing to make claims based on national laws that implement Directives, but not from Directives themselves. Directives do not have so called ""horizontal"" direct effect (i.e. between non-state parties).","However, on the current position adopted by the Court of Justice, citizens have standing to make claims","do citizens have standing to make claims based on national laws ?
",179,281,citizens have standing to make claims based on national laws that implement directives,0.5
1382,1382,"Each packet is dispatched and may go via different routes; potentially, the system has to do as much work for every packet as the connection-oriented system has to do in connection set-up, but with less information as to the application 's requirements. At the destination, the original message/data is reassembled in the correct order, based on the packet sequence number. Thus a virtual connection, also known as a virtual circuit or byte stream is provided to the end-user by a transport layer protocol, although intermediate network nodes only provides a connectionless network layer service.",the packet sequence number,"how is the original message / data reassembled at the destination ?
",346,371,"in the correct order , based on the packet sequence number",0.5454545454545454
1383,1383,"Each packet is dispatched and may go via different routes; potentially, the system has to do as much work for every packet as the connection-oriented system has to do in connection set-up, but with less information as to the application 's requirements. At the destination, the original message/data is reassembled in the correct order, based on the packet sequence number. Thus a virtual connection, also known as a virtual circuit or byte stream is provided to the end-user by a transport layer protocol, although intermediate network nodes only provides a connectionless network layer service.","At the destination, the original message/data is reassembled in the correct order","what happens at the destination of a virtual connection ?
",254,334,"the original message / data is reassembled in the correct order , based on the packet sequence number",0.5454545454545455
1384,1384,"They lost money from the beginning, and Sinback, a high-level marketing manager, was given the job of turning the business around. He decided that a time-sharing system, based on Kemney 's work at Dartmouth--which used a computer on loan from GE--could be profitable. Warner was right.)",Kemney 's work at Dartmouth--which used a computer on loan from GE--could be profitable,"what did sinback use to come up with a time sharing system ?
",179,265,a computer on loan from ge,0.4444444444444444
1385,1385,"They lost money from the beginning, and Sinback, a high-level marketing manager, was given the job of turning the business around. He decided that a time-sharing system, based on Kemney 's work at Dartmouth--which used a computer on loan from GE--could be profitable. Warner was right.)",He decided that a time-sharing system,"what did sinback decide could be profitable ?
",131,167,a time - sharing system,0.25
1386,1386,"Agassiz 's perspective on science combined observation with intuition and the assumption that a person can grasp the ""divine plan"" in all phenomena. When it came to explaining life-forms, Agassiz resorted to matters of shape based on a presumed archetype for his evidence. This dual view of knowledge was in concert with the teachings of Common Sense Realism derived from Scottish philosophers Thomas Reid and Dugald Stewart, whose works were part of the Harvard curriculum at the time.",a presumed archetype for his evidence,"what did agassiz use to explain life - forms ?
",234,270,a presumed archetype for his evidence,1.0
1387,1387,"Agassiz 's perspective on science combined observation with intuition and the assumption that a person can grasp the ""divine plan"" in all phenomena. When it came to explaining life-forms, Agassiz resorted to matters of shape based on a presumed archetype for his evidence. This dual view of knowledge was in concert with the teachings of Common Sense Realism derived from Scottish philosophers Thomas Reid and Dugald Stewart, whose works were part of the Harvard curriculum at the time.","When it came to explaining life-forms, Agassiz resorted to matters of shape","how did agassiz explain life - forms ?
",149,223,based on a presumed archetype for his evidence,0.0
1388,1388,"Hypersensitivity is an immune response that damages the body 's own tissues. They are divided into four classes (Type I--IV) based on the mechanisms involved and the time course of the hypersensitive reaction. Type I hypersensitivity is an immediate or anaphylactic reaction, often associated with allergy.",the mechanisms involved and the time course of the hypersensitive reaction,"what are the four classes of hypersensitivity based on ?
",134,207,the mechanisms involved and the time course of the hypersensitive reaction,1.0
1389,1389,"Hypersensitivity is an immune response that damages the body 's own tissues. They are divided into four classes (Type I--IV) based on the mechanisms involved and the time course of the hypersensitive reaction. Type I hypersensitivity is an immediate or anaphylactic reaction, often associated with allergy.",They are divided into four classes (Type I--IV),"how is hypersensitivity divided into classes ?
",77,123,based on the mechanisms involved and the time course of the hypersensitive reaction,0.0
1390,1390,"Larger drugs (>500 Da) can provoke a neutralizing immune response, particularly if the drugs are administered repeatedly, or in larger doses. This limits the effectiveness of drugs based on larger peptides and proteins (which are typically larger than 6000 Da). In some cases, the drug itself is not immunogenic, but may be co-administered with an immunogenic compound, as is sometimes the case for Taxol.",larger peptides and proteins (which are typically larger than 6000,"what limits the effectiveness of drugs based on ?
",190,255,larger peptides and proteins,0.5714285714285715
1391,1391,"Larger drugs (>500 Da) can provoke a neutralizing immune response, particularly if the drugs are administered repeatedly, or in larger doses. This limits the effectiveness of drugs based on larger peptides and proteins (which are typically larger than 6000 Da). In some cases, the drug itself is not immunogenic, but may be co-administered with an immunogenic compound, as is sometimes the case for Taxol.",This limits the effectiveness of drugs,"what is a drawback of using larger drugs ?
",142,179,limits the effectiveness,0.5714285714285715
1392,1392,"The IPCC does not carry out research nor does it monitor climate related data. Lead authors of IPCC reports assess the available information about climate change based on published sources. According to IPCC guidelines, authors should give priority to peer-reviewed sources.",published sources,"what do lead authors of ipcc reports assess the available information about climate change based on ?
",171,187,published sources,1.0
1393,1393,"The IPCC does not carry out research nor does it monitor climate related data. Lead authors of IPCC reports assess the available information about climate change based on published sources. According to IPCC guidelines, authors should give priority to peer-reviewed sources.",Lead authors of IPCC reports assess the available information about climate change,"how does the ipcc determine the available information about climate ?
",79,160,based on published sources,0.0
1394,1394,"While the preparation of the assessment reports is a major IPCC function, it also supports other activities, such as the Data Distribution Centre and the National Greenhouse Gas Inventories Programme, required under the UNFCCC. This involves publishing default emission factors, which are factors used to derive emissions estimates based on the levels of fuel consumption, industrial production and so on. ","the levels of fuel consumption, industrial production and so on","what are the default emission factors based on ?
",341,403,"the levels of fuel consumption , industrial production and so on",1.0
1395,1395,"While the preparation of the assessment reports is a major IPCC function, it also supports other activities, such as the Data Distribution Centre and the National Greenhouse Gas Inventories Programme, required under the UNFCCC. This involves publishing default emission factors, which are factors used to derive emissions estimates based on the levels of fuel consumption, industrial production and so on. ","This involves publishing default emission factors, which are factors used to derive emissions estimates","how does the national greenhouse gas inventories programme help estimate emissions ?
",228,330,,0.0
1396,1396,"Some of the principal features of the complex include leaf-shaped buildings, a grass-roofed branch merging into adjacent parkland and gabion walls formed from the stones of previous buildings. Throughout the building there are many repeated motifs, such as shapes based on Raeburn 's Skating Minister. Crow-stepped gables and the upturned boat skylights of the Garden Lobby, complete the unique architecture.",Raeburn 's Skating Minister,"what are the shapes in the building based on ?
",273,299,raeburn ' s skating minister,1.0
1397,1397,"Some of the principal features of the complex include leaf-shaped buildings, a grass-roofed branch merging into adjacent parkland and gabion walls formed from the stones of previous buildings. Throughout the building there are many repeated motifs, such as shapes based on Raeburn 's Skating Minister. Crow-stepped gables and the upturned boat skylights of the Garden Lobby, complete the unique architecture.","Throughout the building there are many repeated motifs, such as shapes","what type of motifs can be found throughout the building ?
",193,262,repeated motifs,0.33333333333333337
1398,1398,"Maududi also believed that Muslim society could not be Islamic without Sharia, and Islam required the establishment of an Islamic state. This state should be a ""theo-democracy,"" based on the principles of: tawhid (unity of God), risala (prophethood) and khilafa (caliphate). Although Maududi talked about Islamic revolution, by ""revolution"" he meant not the violence or populist policies of the Iranian Revolution, but the gradual changing the hearts and minds of individuals from the top of society downward through an educational process or da ` wah.","the principles of: tawhid (unity of God), risala (prophethood) and khilafa (caliphate)","what principles did maududi believe a theo - democracy should be based on ?
",187,272,"tawhid ( unity of god ) , risala ( prophethood ) and khilafa ( caliphate )",0.9
1399,1399,"Maududi also believed that Muslim society could not be Islamic without Sharia, and Islam required the establishment of an Islamic state. This state should be a ""theo-democracy,"" based on the principles of: tawhid (unity of God), risala (prophethood) and khilafa (caliphate). Although Maududi talked about Islamic revolution, by ""revolution"" he meant not the violence or populist policies of the Iranian Revolution, but the gradual changing the hearts and minds of individuals from the top of society downward through an educational process or da ` wah.","This state should be a ""theo-democracy","what type of state did maududi believe should be established ?
",137,174,"a "" theo - democracy",0.0
1400,1400,"Under the motto ""the Qur ` an is our constitution,"" it sought Islamic revival through preaching and also by providing basic community services including schools, mosques, and workshops. Like Maududi, Al Banna believed in the necessity of government rule based on Shariah law implemented gradually and by persuasion, and of eliminating all imperialist influence in the Muslim world. ","Shariah law implemented gradually and by persuasion, and","what did al banna believe government should be based on ?
",263,318,shariah law,0.4
1401,1401,"Under the motto ""the Qur ` an is our constitution,"" it sought Islamic revival through preaching and also by providing basic community services including schools, mosques, and workshops. Like Maududi, Al Banna believed in the necessity of government rule based on Shariah law implemented gradually and by persuasion, and of eliminating all imperialist influence in the Muslim world. ","Like Maududi, Al Banna believed in the necessity of government rule","what belief did al banna share with maududi ?
",186,252,the necessity of government rule based on shariah law,0.4444444444444445
