,Unnamed: 0,Unnamed: 0.1,PatternID,Text,Cause,Effect,cause_question,effect_question
611,611,663,15,"But Stephen Eilmann argues that if it is necessary to disobey rules that conflict with morality, we might ask why disobedience should take the form of public civil disobedience rather than simply covert lawbreaking. If a lawyer wishes to help a client overcome legal obstacles to securing her or his natural rights, he might, for instance, find that assisting in fabricating evidence or committing perjury is more effective than open disobedience. This assumes that common morality does not have a prohibition on deceit in such situations.",a lawyer wishes to help a client overcome legal obstacles to securing her or his natural rights,"he might, for instance, find that assisting in fabricating evidence or committing perjury is more effective than open disobedience","why might a lawyer find that assisting in fabricating evidence or committing perjury is more effective than disobedience ?
","what happens if a lawyer wishes to help a client overcome legal obstacles ?
"
612,612,664,15,"Christian Bay 's encyclopedia article states that civil disobedience requires ""carefully chosen and legitimate means,"" but holds that they do not have to be non-violent. It has been argued that, while both civil disobedience and civil rebellion are justified by appeal to constitutional defects, rebellion is much more destructive; therefore, the defects justifying rebellion must be much more serious than those justifying disobedience, and if one cannot justify civil rebellion, then one cannot justify a civil disobedients ' use of force and violence and refusal to submit to arrest. Civil disobedients ' refraining from violence is also said to help preserve society 's tolerance of civil disobedience.",one cannot justify civil rebellion,then one cannot justify a civil disobedients ' use of force and violence and refusal to submit to arrest,"why can ' t civil disobedience be justified ?
","what happens if one can ' t justify civil rebellion ?
"
613,613,665,15,"Civil disobedients have chosen a variety of different illegal acts. Bedau writes, ""There is a whole class of acts, undertaken in the name of civil disobedience, which, even if they were widely practiced, would in themselves constitute hardly more than a nuisance (e.g. trespassing at a nuclear-missile installation)... Such acts are often just a harassment and, at least to the bystander, somewhat inane...",they were widely practiced,would in themselves constitute hardly more than a nuisance (e.g. trespassing at a nuclear-missile installation),"why would these acts constitute hardly more than a nuisance ?
","what would happen if the acts were not widely practiced ?
"
614,614,666,15,"The design team is most commonly employed by (i.e. in contract with) the property owner. Under this system, once the design is completed by the design team, a number of construction companies or construction management companies may then be asked to make a bid for the work, either based directly on the design, or on the basis of drawings and a bill of quantities provided by a quantity surveyor. Following evaluation of bids, the owner typically awards a contract to the most cost efficient bidder.",the design is completed by the design team,"a number of construction companies or construction management companies may then be asked to make a bid for the work, either based directly on the design, or on the basis of drawings and a bill of quantities provided by a quantity surveyor","what happens when construction companies or construction management companies are asked to make a bid for the work ?
","what happens after the design team has completed its work ?
"
615,615,667,15,"Often, it is not just one contractor, but a consortium of several contractors working together. Once these have been hired, they begin building the first phase of the project. As they build phase 1, they design phase 2.",these have been hired,they begin building the first phase of the project,"when do the contractors begin building the first phase of the project ?
","what happens after these contractors have been hired ?
"
616,616,668,15,"During the construction of a building, the municipal building inspector inspects the building periodically to ensure that the construction adheres to the approved plans and the local building code. Once construction is complete and a final inspection has been passed, an occupancy permit may be issued. ",construction is complete and,an occupancy permit may be issued,"when can an occupancy permit be issued ?
","what happens when construction is complete and a final inspection has been passed ?
"
617,617,669,15,"To partially remedy the wealth gap and the resulting slow growth, S&P recommended increasing access to education. It estimated that if the average United States worker had completed just one more year of school, it would add an additional $ 105 billion in growth to the country 's economy over five years. ",the average United States worker had completed just one more year of school,it would add an additional $ 105 billion in growth to the country 's economy over five years,"what would cause an additional $ 105 billion in growth to the economy over five years ?
","what would happen if the average us worker completed just one more year of school ?
"
618,618,670,15,"High levels of inequality prevent not just economic prosperity, but also the quality of a country 's institutions and high levels of education. According to IMF staff economists, ""if the income share of the top 20 percent (the rich) increases, then GDP growth actually declines over the medium term, suggesting that the benefits do not trickle down. In contrast, an increase in the income share of the bottom 20 percent (the poor) is associated with higher GDP growth.",the income share of the top 20 percent (the rich) increases,"then GDP growth actually declines over the medium term, suggesting that the benefits do not trickle down","why does gdp growth decline over the medium term ?
","what happens if the income share of the top 20 percent ( the rich ) increases ?
"
619,619,671,15,"Firstly, certain costs are difficult to avoid and are shared by everyone, such as the costs of housing, pensions, education and health care. If the state does not provide these services, then for those on lower incomes, the costs must be borrowed and often those on lower incomes are those who are worse equipped to manage their finances. Secondly, aspirational consumption describes the process of middle income earners aspiring to achieve the standards of living enjoyed by their wealthier counterparts and one method of achieving this aspiration is by taking on debt.",the state does not provide these services,"then for those on lower incomes, the costs must be borrowed and often those on lower incomes are","what causes the costs of housing , pensions , education and health care to be borrowed ?
","what happens if the state does not provide these services ?
"
620,620,672,15,"Also note that the whole of the increase in environmental degradation is the result of the increase of emissions per person being multiplied by a multiplier. If there were fewer people however, this multiplier would be lower, and thus the amount of environmental degradation would be lower as well. As such, the current high level of population has a large impact on this as well.",there were fewer people however,this multiplier would be lower,"what would cause the multiplier to be lower ?
","what would happen if there were fewer people ?
"
621,621,673,15,"Phagocytes generally patrol the body searching for pathogens, but can be called to specific locations by cytokines. Once a pathogen has been engulfed by a phagocyte, it becomes trapped in an intracellular vesicle called a phagosome, which subsequently fuses with another vesicle called a lysosome to form a phagolysosome. The pathogen is killed by the activity of digestive enzymes or following a respiratory burst that releases free radicals into the phagolysosome.",a pathogen has been engulfed by a phagocyte,"it becomes trapped in an intracellular vesicle called a phagosome, which subsequently fuses with another vesicle called a lysosome to form a phagolysosome","what causes a pathogen to become trapped in a phagosome ?
","what happens when a pathogen is engulfed by a phagocyte ?
"
622,622,674,15,"If we repeat the test n times and pass every time, then the probability that our number is composite is 1 / (1-p) n, which decreases exponentially with the number of tests, so we can be as sure as we like (though never perfectly sure) that the number is prime. On the other hand, if the test ever fails, then we know that the number is composite. ",the test ever fails,then we know that the number is composite,"what happens when we know that the number is composite ?
","what happens if the test fails ?
"
623,623,675,15,"can have infinitely many primes only when a and q are coprime, i.e., their greatest common divisor is one. If this necessary condition is satisfied, Dirichlet 's theorem on arithmetic progressions asserts that the progression contains infinitely many primes. The picture below illustrates this with q = 9: the numbers are ""wrapped around"" as soon as a multiple of 9 is passed.",this necessary condition is satisfied,Dirichlet 's theorem on arithmetic progressions asserts that the progression contains infinitely many primes,"why does dirichlet ' s theorem on arithmetic progressions assert that the progression contains infinitely many primes ?
","what happens when a and q are coprime ?
"
624,624,676,15,"The logic for this is believed to be that the prime number intervals between emergences make it very difficult for predators to evolve that could specialize as predators on Magicicadas. If Magicicadas appeared at a non-prime number intervals, say every 12 years, then predators appearing every 2, 3, 4, 6, or 12 years would be sure to meet them. Over a 200-year period, average predator populations during hypothetical outbreaks of 14-and 15-year cicadas would be up to 2% higher than during outbreaks of 13-and 17-year cicadas.",Magicicadas appeared at a non-prime number intervals,"say every 12 years, then predators appearing every 2, 3, 4, 6, or 12 years would be sure to meet them","why would predators appear every 12 years ?
","what would happen if magicicadas appeared at a non - prime number intervals ?
"
625,625,677,15,"At Decision Time, the Presiding Officer puts questions on the motions and amendments by reading out the name of the motion or amendment as well as the proposer and asking ""Are we all agreed?"", to which the chamber first votes orally. If there is audible dissent, the Presiding Officer announces ""There will be a division"" and members vote by means of electronic consoles on their desks. Each MSP has a unique access card with a microchip which, when inserted into the console, identifies them and allows them to vote.",there is audible dissent,"the Presiding Officer announces ""There will be a division"" and members vote by means of electronic consoles on their desks","what happens when there is a division in the chamber ?
","what happens when there is audible dissent ?
"
626,626,678,15,"Stage 1 usually takes place, initially, in the relevant committee or committees and is then submitted to the whole Parliament for a full debate in the chamber on the general principles of the bill. If the whole Parliament agrees in a vote to the general principles of the bill, it then proceeds to Stage 2. ",the whole Parliament agrees in a vote to the general principles of the bill,it then proceeds to Stage 2,"what causes stage 2 to take place ?
","what happens if the whole parliament agrees to the general principles of the bill ?
"
627,627,679,15,"The date of the poll may be varied by up to one month either way by the Monarch on the proposal of the Presiding Officer. If the Parliament itself resolves that it should be dissolved (with at least two-thirds of the Members voting in favour), or if the Parliament fails to nominate one of its members to be First Minister within 28 days of a General Election or of the position becoming vacant, the Presiding Officer proposes a date for an extraordinary general election and the Parliament is dissolved by the Queen by royal proclamation. Extraordinary general elections are in addition to ordinary general elections, unless held less than six months before the due date of an ordinary general election, in which case they supplant it.",the Parliament fails to nominate one of its members to be First Minister within 28 days of a General Election or of the position becoming vacant,the Presiding Officer proposes a date for an extraordinary general election and the Parliament is dissolved by the Queen by royal proclamation,"why is the parliament dissolved by the queen ?
","what happens if the parliament fails to nominate a first minister within 28 days of a general election ?
"
628,628,680,15,"The island archipelagos of Orkney, Shetland and the Western Isles comprise a much smaller number of electors, due to their dispersed population and distance from the Scottish Parliament in Edinburgh. If a Constituency MSP resigns from Parliament, this triggers a by-election in his or her constituency, where a replacement MSP is returned from one of the parties by the plurality system. ",a Constituency MSP resigns from Parliament,"this triggers a by-election in his or her constituency, where a replacement MSP is returned from one of the parties by the plurality system","what triggers a by - election ?
","what happens when a constituency msp resigns from parliament ?
"
629,629,681,15,"Turabi was noted for proclaiming his support for the democratic process and a liberal government before coming to power, but strict application of sharia law, torture and mass imprisonment of the opposition, and an intensification of the long-running war in southern Sudan, once in power. The NIF regime also harbored Osama bin Laden for a time (before 9/11), and worked to unify Islamist opposition to the American attack on Iraq in the 1991 Gulf War. ",regime also harbored Osama bin Laden for a time (before 9/11),and worked to unify Islamist opposition to the American attack on Iraq in the 1991 Gulf War,"why did the nif regime harbor bin laden ?
","why did the nif regime harbor bin laden ?
"
630,630,682,15,"Imperialism and colonialism both dictate the political and economic advantage over a land and the indigenous populations they control, yet scholars sometimes find it difficult to illustrate the difference between the two. Although imperialism and colonialism focus on the suppression of an other, if colonialism refers to the process of a country taking physical control of another, imperialism refers to the political and monetary dominance, either formally or informally. Colonialism is seen to be the architect deciding how to start dominating areas and then imperialism can be seen as creating the idea behind conquest cooperating with colonialism.",colonialism refers to the process of a country taking physical control of another,"imperialism refers to the political and monetary dominance, either formally or informally","why does imperialism refer to the political and monetary dominance ?
","what happens when colonialism refers to the process of a country taking control of another ?
"
631,631,683,15,"This is why, for example, astronauts experience weightlessness when in free-fall orbit around the Earth, and why Newton 's Laws of Motion are more easily discernible in such environments. If an astronaut places an object with mass in mid-air next to himself, it will remain stationary with respect to the astronaut due to its inertia. This is the same thing that would occur if the astronaut and the object were in intergalactic space with no net force of gravity acting on their shared reference frame.",an astronaut places an object with mass in mid-air next to himself,it will remain stationary with respect to the astronaut due to its inertia,"what causes an object to remain stationary with respect to the astronaut ?
","what happens when an astronaut places an object with mass in mid - air next to him ?
"
632,632,684,15,"The constituent objects only accelerate with respect to each other, the system itself remains unaccelerated. Alternatively, if an external force acts on the system, then the center of mass will experience an acceleration proportional to the magnitude of the external force divided by the mass of the system.:19-1 ",an external force acts on,then the center of mass will experience an acceleration proportional to the magnitude of the external force divided by the mass of the system,"what causes the center of mass to experience an acceleration proportional to the magnitude of the external force divided by the mass of the system ?
","what happens if an external force acts on the system ?
"
633,633,685,15,"For example, when determining what happens when two forces act on the same object, it is necessary to know both the magnitude and the direction of both forces to calculate the result. If both of these pieces of information are not known for each force, the situation is ambiguous. For example, if you know that two people are pulling on the same rope with known magnitudes of force but you do not know which direction either person is pulling, it is impossible to determine what the acceleration of the rope will be.",both of these pieces of information are not known for each force,the situation is ambiguous,"why is the situation ambiguous when determining what happens when two forces act on the same object ?
","what happens if the magnitude and direction of both forces are not known for each force ?
"
634,634,686,15,"If both of these pieces of information are not known for each force, the situation is ambiguous. For example, if you know that two people are pulling on the same rope with known magnitudes of force but you do not know which direction either person is pulling, it is impossible to determine what the acceleration of the rope will be. The two people could be pulling against each other as in tug of war or the two people could be pulling in the same direction.",you know that two people are pulling on the same rope with known magnitudes of force but you do not know which direction either person is pulling,it is impossible to determine what the acceleration of the rope will be,"why is it difficult to determine the acceleration of a rope ?
","what happens if you know that two people are pulling on the same rope but don ' t know which direction they are pulling ?
"
635,635,687,15,"The magnitude of the resultant varies from the difference of the magnitudes of the two forces to their sum, depending on the angle between their lines of action. However, if the forces are acting on an extended body, their respective lines of application must also be specified in order to account for their effects on the motion of the body. ",the forces are acting on an extended body,their respective lines of application must also be specified in order to account for their effects on the motion of the body,"what causes their respective lines of application to be specified ?
","what happens if the forces are acting on an extended body ?
"
636,636,688,15,"Simple experiments showed that Galileo 's understanding of the equivalence of constant velocity and rest were correct. For example, if a mariner dropped a cannonball from the crow 's nest of a ship moving at a constant velocity, Aristotelian physics would have the cannonball fall straight down while the ship moved beneath it. Thus, in an Aristotelian universe, the falling cannonball would land behind the foot of the mast of a moving ship.",a mariner dropped a cannonball from the crow 's nest of a ship moving at a constant velocity,Aristotelian physics would have the cannonball fall straight down while the ship moved beneath it,"what would cause the cannonball to fall straight down while the ship moved beneath it ?
","what would happen if a cannonball was dropped from the crow ' s nest of a ship moving at constant velocity ?
"
637,637,689,15,"If two identical fermions (e.g. electrons) have a symmetric spin function (e.g. parallel spins) the spatial variables must be antisymmetric (i.e. they exclude each other from their places much as if there was a repulsive force), and vice versa, i.e. for antiparallel spins the position variables must be symmetric (i.e. the apparent force must be attractive). Thus in the case of two fermions there is a strictly negative correlation between spatial and spin variables, whereas for two bosons (e.g. quanta of electromagnetic waves, photons)",there was a repulsive force,"and vice versa, i.e. for antiparallel spins the position variables must be symmetric (i.e. the apparent force must be attractive)","why do spatial variables exclude each other from their places ?
","what happens if two identical fermions have a symmetric spin function ?
"
638,638,690,15,"They can be combined with ideal pulleys, which allow ideal strings to switch physical direction. Ideal strings transmit tension forces instantaneously in action-reaction pairs so that if two objects are connected by an ideal string, any force directed along the string by the first object is accompanied by a force directed along the string in the opposite direction by the second object. By connecting the same string multiple times to the same object through the use of a set-up that uses movable pulleys, the tension force on a load can be multiplied.",two objects are connected by an ideal string,any force directed along the string by the first object is accompanied by a force directed along the string in the opposite direction by the second object,"why do ideal strings transmit tension forces instantaneously in action - reaction pairs ?
","what happens if two objects are connected by an ideal string ?
"
639,639,691,78,"Furthermore, it is known that everything that can be computed on other models of computation known to us today, such as a RAM machine, Conway 's Game of Life, cellular automata or any programming language can be computed on a Turing machine. Since Turing machines are easy to analyze mathematically, and are believed to be as powerful as any other model of computation, the Turing machine is the most commonly used model in complexity theory. ",Turing machines are easy to analyze mathematically,"and are believed to be as powerful as any other model of computation, the Turing machine is the most commonly used model in complexity theory","why are turing machines the most commonly used model in complexity theory ?
","why are turing machines the most used model in complexity theory ?
"
640,640,692,78,"if there exists a Turing machine operating in time f (n) that solves the problem. Since complexity theory is interested in classifying problems based on their difficulty, one defines sets of problems based on some criteria. For instance, the set of problems solvable within time f (n) on a deterministic Turing machine is then denoted by DTIME (f (n)).",complexity theory is interested in classifying problems based on their difficulty,one defines sets of problems based on some criteria,"why does complexity theory define sets of problems based on some criteria ?
","what happens when complexity theory is interested in classifying problems based on their difficulty ?
"
641,641,693,78,"The best, worst and average case complexity refer to three different ways of measuring the time complexity (or any other complexity measure) of different inputs of the same size. Since some inputs of size n may be faster to solve than others, we define the following complexities: ",some inputs of size n may be faster to solve than others,we define the following complexities:,"why do we define the following complexities ?
","what happens when some inputs of size n may be faster to solve than others ?
"
642,642,695,78,"The complexity class NP, on the other hand, contains many problems that people would like to solve efficiently, but for which no efficient algorithm is known, such as the Boolean satisfiability problem, the Hamiltonian path problem and the vertex cover problem. Since deterministic Turing machines are special non-deterministic Turing machines, it is easily observed that each problem in P is also member of the class NP. ",deterministic Turing machines are special non-deterministic Turing machines,it is easily observed that each problem in P is also member of the class NP,"why is each problem in p also a member of the class np ?
","what happens when deterministic turing machines are special non - determinism turing machines ?
"
643,643,696,78,"If P is not equal to NP, then P is not equal to PSPACE either. Since there are many known complexity classes between P and PSPACE, such as RP, BPP, PP, BQP, MA, PH, etc., it is possible that all these complexity classes collapse to one class. Proving that any of these classes are unequal would be a major breakthrough in complexity theory.",there are many known complexity classes between P and PSPACE,"such as RP, BPP, PP, BQP, MA, PH, etc., it is possible that all these complexity classes collapse to one class","why is it possible that all these complexity classes collapse to one class ?
","what happens if p is not equal to pspace ?
"
644,644,697,78,"Ozone is produced in the upper atmosphere when O Since ozone absorbs strongly in the UV region of the spectrum, the ozone layer of the upper atmosphere functions as a protective radiation shield for the planet. Near the Earth 's surface, it is a pollutant formed as a by-product of automobile exhaust.",ozone absorbs strongly in the UV region of the spectrum,the ozone layer of the upper atmosphere functions as a protective radiation shield for the planet,"why is ozone produced in the upper atmosphere ?
","why is ozone produced in the upper atmosphere ?
"
645,645,698,78,"The energy crisis led to greater interest in renewable energy, nuclear power and domestic fossil fuels. There is criticism that American energy policies since the crisis have been dominated by crisis-mentality thinking, promoting expensive quick fixes and single-shot solutions that ignore market and technology realities. Instead of providing stable rules that support basic research while leaving plenty of scope for entrepreneurship and innovation, congresses and presidents have repeatedly backed policies which promise solutions that are politically expedient, but whose prospects are doubtful.",the crisis have been dominated by crisis-mentality thinking,promoting expensive quick fixes and single-shot solutions that ignore market and technology realities,"why is there criticism of american energy policies since the energy crisis ?
","why have american energy policies been dominated by crisis - mentality thinking ?
"
646,646,700,78,"Commissioners have various privileges, such as being exempt from member state taxes (but not EU taxes), and having immunity from prosecution for doing official acts. Commissioners have sometimes been found to have abused their offices, particularly since the Santer Commission was censured by Parliament in 1999, and it eventually resigned due to corruption allegations. This resulted in one main case, Commission v Edith Cresson where the European Court of Justice held that a Commissioner giving her dentist a job, for which he was clearly unqualified, did in fact not break any law.",the Santer Commission was censured by Parliament in 1999,and it eventually resigned due to corruption allegations,"why did the santer commission resign ?
","why was the santer commission censured ?
"
647,647,701,78,"A recent molecular phylogenetics analysis concluded that the common ancestor of all modern ctenophores was cydippid-like, and that all the modern groups appeared relatively recently, probably after the Cretaceous--Paleogene extinction event 66 million years ago. Evidence accumulating since the 1980s indicates that the ""cydippids"" are not monophyletic, in other words do not include all and only the descendants of a single common ancestor, because all the other traditional ctenophore groups are descendants of various cydippids. ","the 1980s indicates that the ""cydippids"" are not monophyletic","in other words do not include all and only the descendants of a single common ancestor, because all the other traditional ctenophore groups are descendants of various cydippids","why is evidence accumulating since the 1980s about the cydippids ?
","why are the cydippids not monophyletic ?
"
648,648,702,78,"Some jellyfish and turtles eat large quantities of ctenophores, and jellyfish may temporarily wipe out ctenophore populations. Since ctenophores and jellyfish often have large seasonal variations in population, most fish that prey on them are generalists, and may have a greater effect on populations than the specialist jelly-eaters. This is underlined by an observation of herbivorous fishes deliberately feeding on gelatinous zooplankton during blooms in the Red Sea.",ctenophores and jellyfish often have large seasonal variations in population,"most fish that prey on them are generalists, and may have a greater effect on populations than the specialist jelly-eaters","why are most fish that prey on ctenophores generalists ?
","what happens when ctenophores and jellyfish have large seasonal variations ?
"
649,649,703,78," Since all modern ctenophores except the beroids have cydippid-like larvae, it has widely been assumed that their last common ancestor also resembled cydippids, having an egg-shaped body and a pair of retractable tentacles. Richard Harbison 's purely morphological analysis in 1985 concluded that the cydippids are not monophyletic, in other words do not contain all and only the descendants of a single common ancestor that was itself a cydippid.",all modern ctenophores except the beroids have cydippid-like larvae,"it has widely been assumed that their last common ancestor also resembled cydippids, having an egg-shaped body and a pair of retractable tentacles","why has it been assumed that their last common ancestor also resembled cydippids ?
","why do all modern ctenophores have cydippid - like larvae ?
"
650,650,704,78,"The second scale compresses the most recent era, so the most recent era is expanded in the third scale. Since the Quaternary is a very short period with short epochs, it is further expanded in the fourth scale. The second, third, and fourth timelines are therefore each subsections of their preceding timeline as indicated by asterisks.",the Quaternary is a very short,it is further expanded in the fourth scale,"why is it expanded in the fourth scale ?
","what happens to the quaternary period ?
"
651,651,705,78," For many geologic applications, isotope ratios of radioactive elements are measured in minerals that give the amount of time that has passed since a rock passed through its particular closure temperature, the point at which different radiometric isotopes stop diffusing into and out of the crystal lattice. These are used in geochronologic and thermochronologic studies.",a rock passed through its particular closure temperature,the point at which different radiometric isotopes stop diffusing into and out of the crystal,"why are isotope ratios of radioactive elements measured in minerals ?
","what happens at the closure temperature of a rock ?
"
652,652,706,78,"Pharmacists may also be small-business proprietors, owning the pharmacy in which they practice. Since pharmacists know about the mode of action of a particular drug, and its metabolism and physiological effects on the human body in great detail, they play an important role in optimisation of a drug treatment for an individual. ",pharmacists know about the mode of action of a particular drug,"and its metabolism and physiological effects on the human body in great detail, they play an important role in optimisation of a drug treatment for an individual","why do pharmacists play an important role in drug treatment for an individual ?
","why do pharmacists have an important role in drug treatment ?
"
653,653,707,78,"The individual is the final judge of right and wrong. More than this, since only individuals act, only individuals can act unjustly. When the government knocks on the door, it is an individual in the form of a postman or tax collector whose hand hits the wood.",only individuals act,only individuals can act unjustly,"why can only individuals act unjustly ?
","why can only individuals act unjustly ?
"
654,654,708,78," While the existence of these central government departments and the Six Ministries (which had been introduced since the Sui and Tang dynasties) gave a Sinicized image in the Yuan administration, the actual functions of these ministries also reflected how Mongolian priorities and policies reshaped and redirected those institutions. For example, the authority of the Yuan legal system, the Ministry of Justice, did not extend to legal cases involving Mongols and Semuren, who had separate courts of justice.",the Sui and Tang dynasties) gave a Sinicized image in the Yuan administration,the actual functions of these ministries also reflected how Mongolian priorities and policies reshaped and redirected those institutions,"why were the six ministries introduced ?
","why did the existence of the central government departments and the six ministries have a negative effect on the yuan administration ?
"
655,655,709,78,"The top-level department and government agency known as the Bureau of Buddhist and Tibetan Affairs (Xuanzheng Yuan) was set up in Khanbaliq (modern Beijing) to supervise Buddhist monks throughout the empire. Since Kublai Khan only esteemed the Sakya sect of Tibetan Buddhism, other religions became less important. He and his successors kept a Sakya Imperial Preceptor (Dishi) at court.",Kublai Khan only esteemed the Sakya sect of Tibetan Buddhism,other religions became less important,"why did other religions become less important to kublai khan ?
","what happened when kublai khan only esteemed the sakya sect of tibetan buddhism ?
"
656,656,710,78,"This reduces the probability that pathogens will reach sufficient numbers to cause illness. However, since most antibiotics non-specifically target bacteria and do not affect fungi, oral antibiotics can lead to an ""overgrowth"" of fungi and cause conditions such as a vaginal candidiasis (a yeast infection). There is good evidence that re-introduction of probiotic flora, such as pure cultures of the lactobacilli normally found in unpasteurized yogurt, helps restore a healthy balance of microbial populations in intestinal infections in children and encouraging preliminary data in studies on bacterial gastroenteritis, inflammatory bowel diseases, urinary tract infection and post-surgical infections.",most antibiotics non-specifically target bacteria and do not affect fungi,"oral antibiotics can lead to an ""overgrowth"" of fungi and cause conditions such as a vaginal candidiasis (a yeast infection)","why can oral antibiotics cause an overgrowth of fungi ?
","what happens when oral antibiotics don ' t target fungi ?
"
657,657,711,78,"This projection was not included in the final summary for policymakers. The IPCC has since acknowledged that the date is incorrect, while reaffirming that the conclusion in the final summary was robust. They expressed regret for ""the poor application of well-established IPCC procedures in this instance"".",acknowledged that the,while reaffirming that the conclusion in the final summary was robust,"what has the ipcc done since ?
","why did the ipcc acknowledge that the date is incorrect ?
"
658,658,712,78," Since the IPCC does not carry out its own research, it operates on the basis of scientific papers and independently documented results from other scientific bodies, and its schedule for producing reports requires a deadline for submissions prior to the report 's final release. In principle, this means that any significant new evidence or events that change our understanding of climate science between this deadline and publication of an IPCC report cannot be included.",the IPCC does not carry out its own research,"it operates on the basis of scientific papers and independently documented results from other scientific bodies, and its schedule for producing reports requires a","why does the ipcc operate on the basis of scientific papers and results from other scientific bodies ?
","why does the ipcc not carry out its own research ?
"
659,659,713,78,"The different Islamist movements have been described as ""oscillating between two poles"": at one end is a strategy of Islamization of society through state power seized by revolution or invasion; at the other ""reformist"" pole Islamists work to Islamize society gradually ""from the bottom up"". The movements have ""arguably altered the Middle East more than any trend since the modern states gained independence"", redefining ""politics and even borders"" according to one journalist (Robin Wright). ",the modern states gained independence,"redefining ""politics and even borders"" according to one journalist (Robin Wright)","what caused the changes in the middle east ?
","why have the movements altered the middle east more than any trend since the modern states gained independence ?
"
660,660,714,78," These attacks resonated with conservative Muslims and the problem did not go away with Saddam 's defeat either, since American troops remained stationed in the kingdom, and a de facto cooperation with the Palestinian-Israeli peace process developed. Saudi Arabia attempted to compensate for its loss of prestige among these groups by repressing those domestic Islamists who attacked it (bin Laden being a prime example), and increasing aid to Islamic groups (Islamist madrassas around the world and even aiding some violent Islamist groups) that did not, but its pre-war influence on behalf of moderation was greatly reduced.",American troops remained stationed in the kingdom,and a de facto cooperation with the Palestinian-Israeli peace process developed,"why did the attacks on saudi arabia not go away with saddam ' s defeat ?
","why did american troops remain in the kingdom ?
"
661,661,715,78,"While en route, Washington learned of Trent 's retreat. Since Tanaghrisson had promised support to the British, Washington continued toward Fort Duquesne and met with the Mingo leader. Learning of a French scouting party in the area, Washington, with Tanaghrisson and his party, surprised the Canadians on May 28 in what became known as the Battle of Jumonville Glen.",Tanaghrisson had promised support to the British,Washington continued toward Fort Duquesne and met with the Mingo leader,"why did washington continue to fort duquesne ?
","what happened after washington learned of trent ' s retreat ?
"
662,662,716,78,"From the perspective of the person in the car, the vehicle and everything inside of it is at rest: It is the outside world that is moving with a constant speed in the opposite direction. Since there is no experiment that can distinguish whether it is the vehicle that is at rest or the outside world that is at rest, the two situations are considered to be physically indistinguishable. Inertia therefore applies equally well to constant velocity motion as it does to rest.",there is no experiment that can distinguish whether it is the vehicle that is at rest or the outside world that is at rest,the two situations are considered to be physically indistinguishable,"why are the two situations considered to be physically indistinguishable ?
","what happens when there is no experiment that can distinguish between the vehicle and the outside world ?
"
663,663,718,78,"However, when this experiment is actually conducted, the cannonball always falls at the foot of the mast, as if the cannonball knows to travel with the ship despite being separated from it. Since there is no forward horizontal force being applied on the cannonball as it falls, the only conclusion left is that the cannonball continues to move with the same velocity as the boat as it falls. Thus, no force is required to keep the cannonball moving at the constant forward velocity.",there is no forward horizontal force being applied on the cannonball as it falls,the only conclusion left is that the cannonball continues to move with the same velocity as the boat as it falls,"why does the cannonball continue to move with the same velocity as the boat as it falls ?
","why is there no forward horizontal force applied on the cannonball as it falls ?
"
664,664,719,78,"In such a situation, a force is applied in the direction of motion while the kinetic friction force exactly opposes the applied force. This results in zero net force, but since the object started with a non-zero velocity, it continues to move with a non-zero velocity. Aristotle misinterpreted this motion as being caused by the applied force.",the object started with a non-zero velocity,it continues to move with a non-zero velocity,"why does the object continue to move with a non - zero velocity ?
","what happens when an object starts with a non - zero velocity ?
"
665,665,720,78,"Not until 1798 was Henry Cavendish able to make the first measurement of using a torsion balance; this was widely reported in the press as a measurement of the mass of the Earth since knowing could allow one to solve for the Earth 's mass given the above equation. Newton, however, realized that since all celestial bodies followed the same laws of motion, his law of gravity had to be universal. Succinctly stated, Newton 's Law of Gravitation states that the force on a spherical object of mass due to the gravitational pull of mass is",all celestial bodies followed the same laws of motion,his law of gravity had to be universal,"why did newton ' s law of gravity have to be universal ?
","why did newton believe that all celestial bodies followed the same laws of motion ?
"
666,666,721,78,"However, these characteristics actually result from the Pauli exclusion principle.-LSB-citation needed-RSB- Since electrons are fermions, they cannot occupy the same quantum mechanical state as other electrons. When the electrons in a material are densely packed together, there are not enough lower energy quantum mechanical states for them all, so some of them must be in higher energy states.",electrons are fermions,they cannot occupy the same quantum mechanical state as other electrons,"why can electrons not occupy the same quantum mechanical state as other electrons ?
","why are electrons fermions ?
"
667,667,722,77,"For example, a non-deterministic Turing machine is a computational model that is allowed to branch out to check many different possibilities at once. The non-deterministic Turing machine has very little to do with how we physically want to compute algorithms, but its branching exactly captures many of the mathematical models we want to analyze, so that non-deterministic time is a very important resource in analyzing computational problems. ","The non-deterministic Turing machine has very little to do with how we physically want to compute algorithms, but its branching exactly captures many of the mathematical models we want to analyze",non-deterministic time is a very important resource in analyzing computational problems,"why is non - deterministic time an important resource in analyzing computational problems ?
","why is a non - deterministic turing machine important ?
"
668,668,723,77," The Rankine cycle and most practical steam engines have a water pump to recycle or top up the boiler water, so that they may be run continuously. Utility and industrial boilers commonly use multi-stage centrifugal pumps; however, other types are used.",The Rankine cycle and most practical steam engines have a water pump to recycle or top up the boiler water,they may be run continuously,"why are steam engines run continuously ?
","why do rankine cycle and most practical steam engines have a water pump to recycle or top up boiler water ?
"
