,context,answer,question,start_idx,end_idx
1220,"Significant factors in the local economy include services such as banking , insurance , healthcare and logistics .As with much of Florida , tourism is also important to the Jacksonville area , particularly tourism related to golf .People from Jacksonville may be called `` Jacksonvillians '' or `` Jaxsons '' -LRB- also spelled `` Jaxons '' -RRB- .","with much of Florida , tourism is also important to the Jacksonville area , particularly tourism related to golf .","what type of tourism is important to jacksonville ?
",117,230
1221,"Significant factors in the local economy include services such as banking , insurance , healthcare and logistics .As with much of Florida , tourism is also important to the Jacksonville area , particularly tourism related to golf .People from Jacksonville may be called `` Jacksonvillians '' or `` Jaxsons '' -LRB- also spelled `` Jaxons '' -RRB- .","Significant factors in the local economy include services such as banking , insurance , healthcare and logistics .","what are some of the factors in jacksonville ' s economy ?
",0,113
1222,French Huguenot explorer Jean Ribault charted the St .Johns River in 1562 calling it the River of May because he discovered it in May .Ribault erected a stone column near present-day Jacksonville claiming the newly discovered land for France .,he discovered it in May .,"why did ribault call the st . johns river the river of may ?
",110,134
1223,French Huguenot explorer Jean Ribault charted the St .Johns River in 1562 calling it the River of May because he discovered it in May .Ribault erected a stone column near present-day Jacksonville claiming the newly discovered land for France .,it the River of May,"what did jean ribault call the st . johns river ?
",82,100
1224,"The British introduced the cultivation of sugar cane , indigo and fruits as well the export of lumber .As a result , the northeastern Florida area prospered economically more than it had under the Spanish .Britain ceded control of the territory back to Spain in 1783 , after its defeat in the American Revolutionary War , and the settlement at the Cow Ford continued to grow .","The British introduced the cultivation of sugar cane , indigo and fruits as well the export of lumber","what did the british introduce to the florida area ?
",0,100
1225,"The British introduced the cultivation of sugar cane , indigo and fruits as well the export of lumber .As a result , the northeastern Florida area prospered economically more than it had under the Spanish .Britain ceded control of the territory back to Spain in 1783 , after its defeat in the American Revolutionary War , and the settlement at the Cow Ford continued to grow .",the northeastern Florida area prospered economically more than it had under the Spanish .,"what was the result of the british introduction of sugar cane ?
",117,205
1226,"In honor of the occasion , then-Mayor Hans Tanzler posed with actress Lee Meredith behind a sign marking the new border of the `` Bold New City of the South '' at Florida 13 and Julington Creek .The Better Jacksonville Plan , promoted as a blueprint for Jacksonville 's future and approved by Jacksonville voters in 2000 , authorized a half-penny sales tax .This would generate most of the revenue required for the $ 2 .","a blueprint for Jacksonville 's future and approved by Jacksonville voters in 2000 , authorized a half-penny sales tax .","what was the better jacksonville plan ?
",238,357
1227,"In honor of the occasion , then-Mayor Hans Tanzler posed with actress Lee Meredith behind a sign marking the new border of the `` Bold New City of the South '' at Florida 13 and Julington Creek .The Better Jacksonville Plan , promoted as a blueprint for Jacksonville 's future and approved by Jacksonville voters in 2000 , authorized a half-penny sales tax .This would generate most of the revenue required for the $ 2 .","In honor of the occasion , then-Mayor Hans Tanzler posed with actress Lee Meredith behind a sign marking the new border of the `` Bold New City of the South '' at Florida 13 and Julington Creek . The Better Jacksonville Plan , promoted","what did mayor hans tanzler do ?
",-1,233
1228,"25 billion package of major projects that included road & infrastructure improvements , environmental preservation , targeted economic development and new or improved public facilities .According to the United States Census Bureau , the city has a total area of 874 .3 square miles -LRB- 2,264 km2 -RRB- , making Jacksonville the largest city in land area in the contiguous United States ; of this , 86 .",the United States Census Bureau,"what organization claims that jacksonville has a total area of 874 . 3 square miles ?
",199,229
1229,"25 billion package of major projects that included road & infrastructure improvements , environmental preservation , targeted economic development and new or improved public facilities .According to the United States Census Bureau , the city has a total area of 874 .3 square miles -LRB- 2,264 km2 -RRB- , making Jacksonville the largest city in land area in the contiguous United States ; of this , 86 .",the city has a total area of 874 .,"according to the us census bureau , what is the total area of jacksonville ?
",233,266
1230,"Seasonal rainfall is concentrated in the warmest months from May through September , while the driest months are from November through April .Due to Jacksonville 's low latitude and coastal location , the city sees very little cold weather , and winters are typically mild and sunny .Summers can be hot and wet , and summer thunderstorms with torrential but brief downpours are common .",Jacksonville 's low latitude and coastal location,"why does jacksonville see very little cold weather ?
",149,197
1231,"Seasonal rainfall is concentrated in the warmest months from May through September , while the driest months are from November through April .Due to Jacksonville 's low latitude and coastal location , the city sees very little cold weather , and winters are typically mild and sunny .Summers can be hot and wet , and summer thunderstorms with torrential but brief downpours are common .","the city sees very little cold weather , and winters are typically mild and sunny .","what is the weather like in jacksonville ?
",201,283
1232,"Jacksonville has suffered less damage from hurricanes than most other east coast cities , although the threat does exist for a direct hit by a major hurricane .The city has only received one direct hit from a hurricane since 1871 ; however , Jacksonville has experienced hurricane or near-hurricane conditions more than a dozen times due to storms crossing the state from the Gulf of Mexico to the Atlantic Ocean , or passing to the north or south in the Atlantic and brushing past the area .The strongest effect on Jacksonville was from Hurricane Dora in 1964 , the only recorded storm to hit the First Coast with sustained hurricane-force winds .","1871 ; however , Jacksonville has experienced hurricane or near-hurricane conditions more than a dozen","how many times has jacksonville been hit by a hurricane ?
",225,326
1233,"Jacksonville has suffered less damage from hurricanes than most other east coast cities , although the threat does exist for a direct hit by a major hurricane .The city has only received one direct hit from a hurricane since 1871 ; however , Jacksonville has experienced hurricane or near-hurricane conditions more than a dozen times due to storms crossing the state from the Gulf of Mexico to the Atlantic Ocean , or passing to the north or south in the Atlantic and brushing past the area .The strongest effect on Jacksonville was from Hurricane Dora in 1964 , the only recorded storm to hit the First Coast with sustained hurricane-force winds .",The city has only received one direct hit from a hurricane,"how many times has jacksonville been hit by a hurricane ?
",160,217
1234,"Jacksonville is the most populous city in Florida , and the twelfth most populous city in the United States .As of 2010 -LSB- update -RSB- , there were 821,784 people and 366,273 households in the city .Jacksonville has the country 's tenth-largest Arab population , with a total population of 5,751 according to the 2000 United States Census .","of 2010 -LSB- update -RSB- , there were 821,784 people and 366,273 households in the city .","how many people lived in jacksonville in 2010 ?
",112,202
1235,"Jacksonville is the most populous city in Florida , and the twelfth most populous city in the United States .As of 2010 -LSB- update -RSB- , there were 821,784 people and 366,273 households in the city .Jacksonville has the country 's tenth-largest Arab population , with a total population of 5,751 according to the 2000 United States Census .","Jacksonville is the most populous city in Florida , and the twelfth most populous city in the United States .","what is the population of jacksonville ?
",0,108
1236,"As of 2010 -LSB- update -RSB- , there were 821,784 people and 366,273 households in the city .Jacksonville has the country 's tenth-largest Arab population , with a total population of 5,751 according to the 2000 United States Census .Jacksonville has Florida 's largest Filipino American community , with 25,033 in the metropolitan area as of the 2010 Census .",the 2000 United States Census,"what census found a population of 5 , 751 in jacksonville ?
",204,232
1237,"As of 2010 -LSB- update -RSB- , there were 821,784 people and 366,273 households in the city .Jacksonville has the country 's tenth-largest Arab population , with a total population of 5,751 according to the 2000 United States Census .Jacksonville has Florida 's largest Filipino American community , with 25,033 in the metropolitan area as of the 2010 Census .","Jacksonville has the country 's tenth-largest Arab population , with a total population of 5,751","what is the largest arab population in florida ?
",94,189
1238,"Much of Jacksonville 's Filipino community served in or has ties to the United States Navy .As of 2010 -LSB- update -RSB- , there were 366,273 households out of which 11 .8 % were vacant .","of 2010 -LSB- update -RSB- , there were 366,273 households out of which 11 .","how many households were vacant as of 2010 ?
",95,170
1239,"Much of Jacksonville 's Filipino community served in or has ties to the United States Navy .As of 2010 -LSB- update -RSB- , there were 366,273 households out of which 11 .8 % were vacant .",Much of Jacksonville 's Filipino community served in or has ties to the United States Navy .,"what does the filipino community serve in the navy ?
",0,91
1240,"5 billion people .According to a Los Angeles Times analysis of the report , the wealthiest 1 % owns 46 % of the world 's wealth ; the 85 richest people , a small part of the wealthiest 1 % , own about 0 .7 % of the human population 's wealth , which is the same as the bottom half of the population .",a Los Angeles Times analysis of the report,"who said the wealthiest 1 % owns 46 % of the world ' s wealth ?
",31,72
1241,"5 billion people .According to a Los Angeles Times analysis of the report , the wealthiest 1 % owns 46 % of the world 's wealth ; the 85 richest people , a small part of the wealthiest 1 % , own about 0 .7 % of the human population 's wealth , which is the same as the bottom half of the population .","the wealthiest 1 % owns 46 % of the world 's wealth ; the 85 richest people , a small part of the wealthiest 1 % , own about 0 .","what percentage of the world ' s wealth is owned by the wealthiest 1 % ?
",76,203
1242,"In October 2015 , Credit Suisse published a study which shows global inequality continues to increase , and that half of the world 's wealth is now in the hands of those in the top percentile , whose assets each exceed $ 759,900 .A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined .Oxfam 's claims have however been questioned on the basis of the methodology used : by using net wealth -LRB- adding up assets and subtracting debts -RRB- , the Oxfam report , for instance , finds that there are more poor people in the United States and Western Europe than in China -LRB- due to a greater tendency to take on debts -RRB- .",much wealth as the poorer half of the global population combined .,"how much wealth does oxfam claim the 62 wealthiest individuals own ?
",302,367
1243,"In October 2015 , Credit Suisse published a study which shows global inequality continues to increase , and that half of the world 's wealth is now in the hands of those in the top percentile , whose assets each exceed $ 759,900 .A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined .Oxfam 's claims have however been questioned on the basis of the methodology used : by using net wealth -LRB- adding up assets and subtracting debts -RRB- , the Oxfam report , for instance , finds that there are more poor people in the United States and Western Europe than in China -LRB- due to a greater tendency to take on debts -RRB- .",A 2016 report by Oxfam claims that the 62 wealthiest individuals own,"how much wealth does oxfam claim the 62 wealthiest individuals own ?
",230,297
1244,"A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined .Oxfam 's claims have however been questioned on the basis of the methodology used : by using net wealth -LRB- adding up assets and subtracting debts -RRB- , the Oxfam report , for instance , finds that there are more poor people in the United States and Western Europe than in China -LRB- due to a greater tendency to take on debts -RRB- .-LSB- unreliable source .",a greater tendency to take on debts,"why is there more poor people in the u . s . and europe than in china ?
",434,468
1245,"A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined .Oxfam 's claims have however been questioned on the basis of the methodology used : by using net wealth -LRB- adding up assets and subtracting debts -RRB- , the Oxfam report , for instance , finds that there are more poor people in the United States and Western Europe than in China -LRB- due to a greater tendency to take on debts -RRB- .-LSB- unreliable source .","Oxfam 's claims have however been questioned on the basis of the methodology used : by using net wealth -LRB- adding up assets and subtracting debts -RRB- , the Oxfam report , for instance , finds that there are more poor people in the United States and Western Europe than in China -LRB-","how did oxfam ' s 2016 report compare the wealth of the 62 wealthiest individuals ?
",138,425
1246,"A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined .Oxfam 's claims have however been questioned on the basis of the methodology used : by using net wealth -LRB- adding up assets and subtracting debts -RRB- , the Oxfam report , for instance , finds that there are more poor people in the United States and Western Europe than in China -LRB- due to a greater tendency to take on debts -RRB- .-LSB- unreliable source .",using net wealth,"how did oxfam say they found more poor people in the u . s . than in china ?
",225,240
1247,"A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined .Oxfam 's claims have however been questioned on the basis of the methodology used : by using net wealth -LRB- adding up assets and subtracting debts -RRB- , the Oxfam report , for instance , finds that there are more poor people in the United States and Western Europe than in China -LRB- due to a greater tendency to take on debts -RRB- .-LSB- unreliable source .","-LRB- adding up assets and subtracting debts -RRB- , the Oxfam report , for instance , finds that there are more poor people in the United States and Western Europe than in China -LRB-","what methodology did oxfam use to make their claim about the 62 wealthiest individuals ?
",242,425
1248,"According to PolitiFact the top 400 richest Americans `` have more wealth than half of all Americans combined .According to the New York Times on July 22 , 2014 , the `` richest 1 percent in the United States now own more wealth than the bottom 90 percent '' .Inherited wealth may help explain why many Americans who have become rich may have had a `` substantial head start '' .",the New York Times on July,"who said the richest 1 percent in the us now own more wealth than the bottom 90 percent ?
",124,149
1249,"According to PolitiFact the top 400 richest Americans `` have more wealth than half of all Americans combined .According to the New York Times on July 22 , 2014 , the `` richest 1 percent in the United States now own more wealth than the bottom 90 percent '' .Inherited wealth may help explain why many Americans who have become rich may have had a `` substantial head start '' .","2014 , the `` richest 1 percent in the United States now own more wealth than the bottom 90 percent '' .","what did the new york times say on july 22 , 2014 ?
",156,259
1250,"Inherited wealth may help explain why many Americans who have become rich may have had a `` substantial head start '' .In September 2012 , according to the Institute for Policy Studies , `` over 60 percent '' of the Forbes richest 400 Americans `` grew up in substantial privilege '' .Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor , capital and land .",the Institute for Policy Studies,"who said that over 60 percent of the forbes richest 400 americans grew up in substantial privilege ?
",152,183
1251,"Inherited wealth may help explain why many Americans who have become rich may have had a `` substantial head start '' .In September 2012 , according to the Institute for Policy Studies , `` over 60 percent '' of the Forbes richest 400 Americans `` grew up in substantial privilege '' .Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor , capital and land .",`` over 60 percent '' of the Forbes richest 400 Americans `` grew up in substantial privilege '' .,"what did the institute for policy studies say in 2012 ?
",187,284
1252,"Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor , capital and land .Within labor income distribution is due to differences in value added by different classifications of workers .In this perspective , wages and profits are determined by the marginal value added of each economic actor -LRB- worker , capitalist/business owner , landlord -RRB- .",differences in value added by different classifications of workers,"what causes inequalities in the distribution of income ?
",187,252
1253,"Neoclassical economics views inequalities in the distribution of income as arising from differences in value added by labor , capital and land .Within labor income distribution is due to differences in value added by different classifications of workers .In this perspective , wages and profits are determined by the marginal value added of each economic actor -LRB- worker , capitalist/business owner , landlord -RRB- .",labor income distribution,"what is due to differences in value added by different classifications of workers ?
",151,175
1254,"In this perspective , wages and profits are determined by the marginal value added of each economic actor -LRB- worker , capitalist/business owner , landlord -RRB- .Thus , in a market economy , inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions .In Marxian analysis , capitalist firms increasingly substitute capital equipment for labor inputs -LRB- workers -RRB- under competitive pressure to reduce costs and maximize profits .","In this perspective , wages and profits are determined by the marginal value added of each economic actor -LRB- worker , capitalist/business owner , landlord -RRB-","how are wages and profits determined in a market economy ?
",0,162
1255,"In this perspective , wages and profits are determined by the marginal value added of each economic actor -LRB- worker , capitalist/business owner , landlord -RRB- .Thus , in a market economy , inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions .In Marxian analysis , capitalist firms increasingly substitute capital equipment for labor inputs -LRB- workers -RRB- under competitive pressure to reduce costs and maximize profits .",", in a market economy , inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions .","in a market economy , are wages and profits determined by the productivity gap between high - paid and low - paid professions ?
",170,304
1256,"Wages work in the same way as prices for any other good .Thus , wages can be considered as a function of market price of skill .And therefore , inequality is driven by this price .",Wages work in the same way as prices for any other good,"how do wages compare to prices for any other good ?
",0,54
1257,"Wages work in the same way as prices for any other good .Thus , wages can be considered as a function of market price of skill .And therefore , inequality is driven by this price .",", wages can be considered as a function of market price of skill .","how can wages be considered as a function of market price of skill ?
",62,127
1258,"Thus , wages can be considered as a function of market price of skill .And therefore , inequality is driven by this price .Under the law of supply and demand , the price of skill is determined by a race between the demand for the skilled worker and the supply of the skilled worker .","Thus , wages can be considered as a function of market price of skill","how can wages be considered as a function of the market price of skill ?
",0,68
1259,"Thus , wages can be considered as a function of market price of skill .And therefore , inequality is driven by this price .Under the law of supply and demand , the price of skill is determined by a race between the demand for the skilled worker and the supply of the skilled worker .",inequality is driven by this price .,"how is inequality driven by the market price of skill ?
",87,122
1260,"Employers who offer a below market wage will find that their business is chronically understaffed .Their competitors will take advantage of the situation by offering a higher wage the best of their labor .For a businessman who has the profit motive as the prime interest , it is a losing proposition to offer below or above market wages to workers .",offering a higher wage the best of their labor,"how will their competitors take advantage of the situation ?
",157,202
1261,"Employers who offer a below market wage will find that their business is chronically understaffed .Their competitors will take advantage of the situation by offering a higher wage the best of their labor .For a businessman who has the profit motive as the prime interest , it is a losing proposition to offer below or above market wages to workers .",Their competitors will take advantage of the situation,"what happens to employers who offer a higher wage ?
",99,152
1262,A job where there are many workers willing to work a large amount of time -LRB- high supply -RRB- competing for a job that few require -LRB- low demand -RRB- will result in a low wage for that job .This is because competition between workers drives down the wage .An example of this would be jobs such as dish-washing or customer service .,competition between workers drives down the wage .,"why is there a low wage for dish - washing or customer service ?
",214,263
1263,A job where there are many workers willing to work a large amount of time -LRB- high supply -RRB- competing for a job that few require -LRB- low demand -RRB- will result in a low wage for that job .This is because competition between workers drives down the wage .An example of this would be jobs such as dish-washing or customer service .,A job where there are many workers willing to work a large amount of time -LRB- high supply -RRB- competing for a job that few require -LRB- low demand -RRB- will result in a low wage for that job,"what will result in a low wage for a worker ?
",0,195
1264,"An example of this would be jobs such as dish-washing or customer service .Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job .A job where there are few able or willing workers -LRB- low supply -RRB- , but a large need for the positions -LRB- high demand -RRB- , will result in high wages for that job .",the expendable nature of the worker in relation to his or her particular job,"why does competition among workers drive down wages ?
",136,211
1265,"An example of this would be jobs such as dish-washing or customer service .Competition amongst workers tends to drive down wages due to the expendable nature of the worker in relation to his or her particular job .A job where there are few able or willing workers -LRB- low supply -RRB- , but a large need for the positions -LRB- high demand -RRB- , will result in high wages for that job .",Competition amongst workers tends to drive down wages,"what happens when there is a lot of competition among workers ?
",75,127
1266,"A job where there are few able or willing workers -LRB- low supply -RRB- , but a large need for the positions -LRB- high demand -RRB- , will result in high wages for that job .This is because competition between employers for employees will drive up the wage .Examples of this would include jobs that require highly developed skills , rare abilities , or a high level of risk .",competition between employers for employees will drive up the wage .,"why would there be high wages for a job where there are few or willing workers ?
",192,259
1267,"A job where there are few able or willing workers -LRB- low supply -RRB- , but a large need for the positions -LRB- high demand -RRB- , will result in high wages for that job .This is because competition between employers for employees will drive up the wage .Examples of this would include jobs that require highly developed skills , rare abilities , or a high level of risk .","A job where there are few able or willing workers -LRB- low supply -RRB- , but a large need for the positions -LRB- high demand -RRB- , will result in high wages for that job","what type of job will result in high wages ?
",0,173
1268,"This is because competition between employers for employees will drive up the wage .Examples of this would include jobs that require highly developed skills , rare abilities , or a high level of risk .Competition amongst employers tends to drive up wages due to the nature of the job , since there is a relative shortage of workers for the particular position .","highly developed skills , rare abilities , or a high level of risk","what are some examples of jobs that require competition between employers ?
",133,198
1269,"This is because competition between employers for employees will drive up the wage .Examples of this would include jobs that require highly developed skills , rare abilities , or a high level of risk .Competition amongst employers tends to drive up wages due to the nature of the job , since there is a relative shortage of workers for the particular position .",Examples of this would include jobs,"what type of jobs require high skills , rare abilities , or a high level of risk ?
",84,118
1270,"Examples of this would include jobs that require highly developed skills , rare abilities , or a high level of risk .Competition amongst employers tends to drive up wages due to the nature of the job , since there is a relative shortage of workers for the particular position .Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members .",there is a relative shortage of workers for the particular position .,"why does competition among employers drive up wages ?
",208,276
1271,"Examples of this would include jobs that require highly developed skills , rare abilities , or a high level of risk .Competition amongst employers tends to drive up wages due to the nature of the job , since there is a relative shortage of workers for the particular position .Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members .",Competition amongst employers tends to drive up wages due to the nature of the job,"what happens when there is a relative shortage of workers for a job ?
",117,198
1272,"Examples of this would include jobs that require highly developed skills , rare abilities , or a high level of risk .Competition amongst employers tends to drive up wages due to the nature of the job , since there is a relative shortage of workers for the particular position .Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members .",the nature of the job,"what causes competition among employers to drive up wages ?
",178,198
1273,"Examples of this would include jobs that require highly developed skills , rare abilities , or a high level of risk .Competition amongst employers tends to drive up wages due to the nature of the job , since there is a relative shortage of workers for the particular position .Professional and labor organizations may limit the supply of workers which results in higher demand and greater incomes for members .",Competition amongst employers tends to drive up wages,"what happens when there is a relative shortage of workers for a job ?
",117,169
1274,"On the other hand , higher economic inequality tends to increase entrepreneurship rates at the individual level -LRB- self-employment -RRB- .However , most of it is often based on necessity rather than opportunity .Necessity-based entrepreneurship is motivated by survival needs such as income for food and shelter -LRB- `` push '' motivations -RRB- , whereas opportunity-based entrepreneurship is driven by achievement-oriented motivations -LRB- `` pull '' -RRB- such as vocation and more likely to involve the pursue of new products , services , or underserved market needs .",necessity rather than opportunity,"what is most of entrepreneurship based on ?
",180,212
1275,"On the other hand , higher economic inequality tends to increase entrepreneurship rates at the individual level -LRB- self-employment -RRB- .However , most of it is often based on necessity rather than opportunity .Necessity-based entrepreneurship is motivated by survival needs such as income for food and shelter -LRB- `` push '' motivations -RRB- , whereas opportunity-based entrepreneurship is driven by achievement-oriented motivations -LRB- `` pull '' -RRB- such as vocation and more likely to involve the pursue of new products , services , or underserved market needs .",most of it,"what entrepreneurship is based on necessity rather than opportunity ?
",151,160
1276,"Necessity-based entrepreneurship is motivated by survival needs such as income for food and shelter -LRB- `` push '' motivations -RRB- , whereas opportunity-based entrepreneurship is driven by achievement-oriented motivations -LRB- `` pull '' -RRB- such as vocation and more likely to involve the pursue of new products , services , or underserved market needs .The economic impact of the former type of entrepreneurialism tends to be redistributive while the latter is expected to foster technological progress and thus have a more positive impact on economic growth .Another cause is the rate at which income is taxed coupled with the progressivity of the tax system .",The economic impact of the former type of entrepreneurialism tends to be redistributive while the latter is expected to foster technological progress,"what is the difference between necessity - based and opportunity - based entrepreneurialism ?
",362,510
1277,"Necessity-based entrepreneurship is motivated by survival needs such as income for food and shelter -LRB- `` push '' motivations -RRB- , whereas opportunity-based entrepreneurship is driven by achievement-oriented motivations -LRB- `` pull '' -RRB- such as vocation and more likely to involve the pursue of new products , services , or underserved market needs .The economic impact of the former type of entrepreneurialism tends to be redistributive while the latter is expected to foster technological progress and thus have a more positive impact on economic growth .Another cause is the rate at which income is taxed coupled with the progressivity of the tax system .",have a more positive impact on economic growth .,"does opportunity - based entrepreneurship have a positive or negative impact on the economy ?
",521,568
1278,"Another cause is the rate at which income is taxed coupled with the progressivity of the tax system .A progressive tax is a tax by which the tax rate increases as the taxable base amount increases .In a progressive tax system , the level of the top tax rate will often have a direct impact on the level of inequality within a society , either increasing it or decreasing it , provided that income does not change as a result of the change in tax regime .",the taxable base amount increases .,"how does a progressive tax rate increase ?
",163,197
1279,"Another cause is the rate at which income is taxed coupled with the progressivity of the tax system .A progressive tax is a tax by which the tax rate increases as the taxable base amount increases .In a progressive tax system , the level of the top tax rate will often have a direct impact on the level of inequality within a society , either increasing it or decreasing it , provided that income does not change as a result of the change in tax regime .",A progressive tax is a tax by which the tax rate increases,"what is a progressive tax ?
",101,158
1280,"A progressive tax is a tax by which the tax rate increases as the taxable base amount increases .In a progressive tax system , the level of the top tax rate will often have a direct impact on the level of inequality within a society , either increasing it or decreasing it , provided that income does not change as a result of the change in tax regime .Additionally , steeper tax progressivity applied to social spending can result in a more equal distribution of income across the board .",the change in tax regime,"income does not change as a result of what ?
",327,350
1281,"A progressive tax is a tax by which the tax rate increases as the taxable base amount increases .In a progressive tax system , the level of the top tax rate will often have a direct impact on the level of inequality within a society , either increasing it or decreasing it , provided that income does not change as a result of the change in tax regime .Additionally , steeper tax progressivity applied to social spending can result in a more equal distribution of income across the board .","In a progressive tax system , the level of the top tax rate will often have a direct impact on the level of inequality within a society , either increasing it or decreasing it , provided that income does not change","what is a progressive tax ?
",97,310
1282,"Education , especially in an area where there is a high demand for workers , creates high wages for those with this education , however , increases in education first increase and then decrease growth as well as income inequality .As a result , those who are unable to afford an education , or choose not to pursue optional education , generally receive much lower wages .The justification for this is that a lack of education leads directly to lower incomes , and thus lower aggregate savings and investment .","Education , especially in an area where there is a high demand for workers , creates high wages for those with this education , however , increases in education first increase and then decrease growth as well as income inequality","why is there a high demand for workers ?
",0,228
1283,"Education , especially in an area where there is a high demand for workers , creates high wages for those with this education , however , increases in education first increase and then decrease growth as well as income inequality .As a result , those who are unable to afford an education , or choose not to pursue optional education , generally receive much lower wages .The justification for this is that a lack of education leads directly to lower incomes , and thus lower aggregate savings and investment .","those who are unable to afford an education , or choose not to pursue optional education , generally receive much lower wages .","what happens to those who can ' t afford an education ?
",245,371
1284,"As a result , those who are unable to afford an education , or choose not to pursue optional education , generally receive much lower wages .The justification for this is that a lack of education leads directly to lower incomes , and thus lower aggregate savings and investment .Conversely , education raises incomes and promotes growth because it helps to unleash the productive potential of the poor .",The justification for this is that a lack of education leads directly to lower incomes,"why do people who can ' t afford an education receive lower wages ?
",141,226
1285,"As a result , those who are unable to afford an education , or choose not to pursue optional education , generally receive much lower wages .The justification for this is that a lack of education leads directly to lower incomes , and thus lower aggregate savings and investment .Conversely , education raises incomes and promotes growth because it helps to unleash the productive potential of the poor .","lower aggregate savings and investment . Conversely , education raises incomes and promotes growth because it helps to unleash the productive potential of the poor","why does a lack of education lead to lower incomes ?
",-1,161
1286,"The justification for this is that a lack of education leads directly to lower incomes , and thus lower aggregate savings and investment .Conversely , education raises incomes and promotes growth because it helps to unleash the productive potential of the poor .In 2014 , economists with the Standard & Poor 's rating agency concluded that the widening disparity between the U .",it helps to unleash the productive potential of the poor .,"why does education raise incomes and promote growth ?
",204,261
1287,"The justification for this is that a lack of education leads directly to lower incomes , and thus lower aggregate savings and investment .Conversely , education raises incomes and promotes growth because it helps to unleash the productive potential of the poor .In 2014 , economists with the Standard & Poor 's rating agency concluded that the widening disparity between the U .","Conversely , education raises incomes and promotes growth","what is the benefit of education to the poor ?
",138,194
1288,"To partially remedy the wealth gap and the resulting slow growth , S&P recommended increasing access to education .It estimated that if the average United States worker had completed just one more year of school , it would add an additional $ 105 billion in growth to the country 's economy over five years .During the mass high school education movement from 1910 -- 1940 , there was an increase in skilled workers , which led to a decrease in the price of skilled labor .",the average United States worker had completed just one more year of school,"what did s & p estimate would add an additional $ 105 billion to the economy over five years ?
",136,210
1289,"To partially remedy the wealth gap and the resulting slow growth , S&P recommended increasing access to education .It estimated that if the average United States worker had completed just one more year of school , it would add an additional $ 105 billion in growth to the country 's economy over five years .During the mass high school education movement from 1910 -- 1940 , there was an increase in skilled workers , which led to a decrease in the price of skilled labor .",it would add an additional $ 105 billion in growth to the country 's economy over five years .,"what did s & p think would happen if the average us worker completed just one year of school ?
",214,307
1290,"Education is very important for the growth of the economy , however educational inequality in gender also influence towards the economy .Lagerlof and Galor stated that gender inequality in education can result to low economic growth , and continued gender inequality in education , thus creating a poverty trap .It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth , which can explain why there is economic inequality between countries .","Lagerlof and Galor stated that gender inequality in education can result to low economic growth , and continued gender inequality in education","what did lagerlof and galor say ?
",137,278
1291,"Education is very important for the growth of the economy , however educational inequality in gender also influence towards the economy .Lagerlof and Galor stated that gender inequality in education can result to low economic growth , and continued gender inequality in education , thus creating a poverty trap .It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth , which can explain why there is economic inequality between countries .","creating a poverty trap . It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth , which can explain why there is economic inequality between countries","what did lagerlof and galor say about gender inequality in education ?
",-1,234
1292,"Lagerlof and Galor stated that gender inequality in education can result to low economic growth , and continued gender inequality in education , thus creating a poverty trap .It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth , which can explain why there is economic inequality between countries .John Schmitt and Ben Zipperer -LRB- 2006 -RRB- of the CEPR point to economic liberalism and the reduction of business regulation along with the decline of union membership as one of the causes of economic inequality .",It is suggested that a large gap in male and female education may indicate backwardness,"what may be associated with lower economic growth ?
",175,261
1293,"Lagerlof and Galor stated that gender inequality in education can result to low economic growth , and continued gender inequality in education , thus creating a poverty trap .It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth , which can explain why there is economic inequality between countries .John Schmitt and Ben Zipperer -LRB- 2006 -RRB- of the CEPR point to economic liberalism and the reduction of business regulation along with the decline of union membership as one of the causes of economic inequality .","may be associated with lower economic growth , which can explain why there is economic inequality between countries .","what is suggested that a large gap in male and female education may indicate backwardness ?
",270,386
