,Unnamed: 0,context,answer,question,start_idx,end_idx,predicted_answer,score
1115,1115,"Only after binding to calcitriol can T-cells perform their intended function. Other immune system cells that are known to express CYP27B1 and thus activate vitamin D calcidiol, are dendritic cells, keratinocytes and macrophages. ","activate vitamin D calcidiol, are dendritic cells, keratinocytes and macrophages","what happens to other immune system cells that express cyp27b1 ?
",147,226,only after binding to calcitriol can t - cells perform their intended function,0.0909090909090909
1116,1116,"Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright. Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare. In some circumstances, however, parties announce ""free votes"", which allows Members to vote as they please.","Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright","what happens to errant members of the scottish parliament ?
",0,152,can be deselected as official party candidates during future elections,0.6060606060606061
1117,1117,"Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright. Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare. In some circumstances, however, parties announce ""free votes"", which allows Members to vote as they please.","as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare","why is the independence of the scottish parliament low ?
",161,350,why,0.0
1118,1118,"Informal rule is generally less costly than taking over territories formally. This is because, with informal rule, the control is spread more subtly through technological superiority, enforcing land officials into large debts that cannot be repaid, ownership of private industries thus expanding the controlled area, or having countries agree to uneven trade agreements forcefully. ","This is because, with informal rule, the control is spread more subtly through technological superiority, enforcing land officials into large debts that cannot be repaid, ownership of private industries","why is informal rule more costly than taking over territories formally ?
",78,279,why,0.0
1119,1119,"Informal rule is generally less costly than taking over territories formally. This is because, with informal rule, the control is spread more subtly through technological superiority, enforcing land officials into large debts that cannot be repaid, ownership of private industries thus expanding the controlled area, or having countries agree to uneven trade agreements forcefully. ","expanding the controlled area, or having countries agree to uneven trade agreements forcefully","what happens with ownership of private industries ?
",286,379,expanding the controlled area,0.4
1120,1120,"Contiguous land empires such as the Russian or Ottoman are generally excluded from discussions of colonialism.:116 Thus it can be said that imperialism includes some form of colonialism, but colonialism itself does not automatically imply imperialism, as it lacks a political focus.-LSB-further explanation needed-RSB-",Contiguous land empires such as the Russian or Ottoman are generally excluded from discussions of colonialism.:116,"why is it difficult to say that imperialism includes some form of colonialism ?
",0,113,as it lacks a political focus,0.1
1121,1121,"Contiguous land empires such as the Russian or Ottoman are generally excluded from discussions of colonialism.:116 Thus it can be said that imperialism includes some form of colonialism, but colonialism itself does not automatically imply imperialism, as it lacks a political focus.-LSB-further explanation needed-RSB-","it can be said that imperialism includes some form of colonialism, but colonialism itself does not automatically imply imperialism, as it lacks a political focus.-LSB-further explanation needed-RSB","why are contiguous land empires excluded from discussions of colonialism ?
",120,316,as it lacks a political focus . - lsb - further explanation needed - rsb - [SEP] why,0.2631578947368421
1122,1122,"The concept environmental determinism served as a moral justification for domination of certain territories and peoples. It was believed that a certain person 's behaviours were determined by the environment in which they lived and thus validated their domination. For example, people living in tropical environments were seen as ""less civilized"" therefore justifying colonial control as a civilizing mission.",It was believed that a certain person 's behaviours were determined by the environment in which they lived,"why was the concept environmental determinism used ?
",121,226,,0.0
1123,1123,"The concept environmental determinism served as a moral justification for domination of certain territories and peoples. It was believed that a certain person 's behaviours were determined by the environment in which they lived and thus validated their domination. For example, people living in tropical environments were seen as ""less civilized"" therefore justifying colonial control as a civilizing mission.",validated their domination,"why was it believed that a certain person ' s behaviours were determined by the environment in which they lived ?
",237,262,,0.0
1124,1124,"Following a long period of military setbacks against European powers, the Ottoman Empire gradually declined into the late nineteenth century. The empire allied with Germany in the early 20th century, with the imperial ambition of recovering its lost territories, but it dissolved in the aftermath of World War I, leading to the emergence of the new state of Turkey in the Ottoman Anatolian heartland, as well as the creation of modern Balkan and Middle Eastern states, thus ending Turkish colonial ambitions. ","The empire allied with Germany in the early 20th century, with the imperial ambition of recovering its lost territories, but it dissolved in the aftermath of World War I, leading to the emergence of the new state of Turkey in the Ottoman Anatolian heartland, as well as the creation of modern Balkan and Middle Eastern states","what happened to the ottoman empire in the early 20th century ?
",142,466,it dissolved in the aftermath of world war i,0.2857142857142857
1125,1125,"Following a long period of military setbacks against European powers, the Ottoman Empire gradually declined into the late nineteenth century. The empire allied with Germany in the early 20th century, with the imperial ambition of recovering its lost territories, but it dissolved in the aftermath of World War I, leading to the emergence of the new state of Turkey in the Ottoman Anatolian heartland, as well as the creation of modern Balkan and Middle Eastern states, thus ending Turkish colonial ambitions. ",ending Turkish colonial ambitions,"why did the dissolution of the ottoman empire occur ?
",474,506,thus ending turkish colonial ambitions,0.888888888888889
1126,1126,"Knowing that Stalin was hostile to the idea of an independent Poland, the Polish government-in-exile in London gave orders to the underground Home Army (AK) to try to seize control of Warsaw from the Germans before the Red Army arrived. Thus, on 1 August 1944, as the Red Army was nearing the city, the Warsaw Uprising began. The armed struggle, planned to last 48 hours, was partially successful, however it went on for 63 days.","Knowing that Stalin was hostile to the idea of an independent Poland, the Polish government-in-exile in London gave orders to the underground Home Army (AK) to try to seize control of Warsaw from the Germans before the Red Army arrived","why did the warsaw uprising begin ?
",0,234,"knowing that stalin was hostile to the idea of an independent poland , the polish government - in - exile in london gave orders to the underground home army ( ak ) to try to seize control of warsaw from the germans before the red army arrived . thus , on 1 august 1944 , as the red army was nearing the city , the warsaw uprising began . the armed struggle , planned to last 48 hours , was partially successful , however it went on for 63 days . [SEP] why",0.6407766990291262
1127,1127,"Knowing that Stalin was hostile to the idea of an independent Poland, the Polish government-in-exile in London gave orders to the underground Home Army (AK) to try to seize control of Warsaw from the Germans before the Red Army arrived. Thus, on 1 August 1944, as the Red Army was nearing the city, the Warsaw Uprising began. The armed struggle, planned to last 48 hours, was partially successful, however it went on for 63 days.","on 1 August 1944, as the Red Army was nearing the city, the Warsaw Uprising began","when did the warsaw uprising begin ?
",243,323,1 august 1944,0.375
1128,1128,"For example, if a mariner dropped a cannonball from the crow 's nest of a ship moving at a constant velocity, Aristotelian physics would have the cannonball fall straight down while the ship moved beneath it. Thus, in an Aristotelian universe, the falling cannonball would land behind the foot of the mast of a moving ship. However, when this experiment is actually conducted, the cannonball always falls at the foot of the mast, as if the cannonball knows to travel with the ship despite being separated from it.","For example, if a mariner dropped a cannonball from the crow 's nest of a ship moving at a constant velocity, Aristotelian physics would have the cannonball fall straight down while the ship moved beneath it","what would happen if a cannonball was dropped from the crow ' s nest of a ship moving at constant velocity ?
",0,206,aristotelian physics would have the cannonball fall straight down while the ship moved beneath it,0.6190476190476191
1129,1129,"For example, if a mariner dropped a cannonball from the crow 's nest of a ship moving at a constant velocity, Aristotelian physics would have the cannonball fall straight down while the ship moved beneath it. Thus, in an Aristotelian universe, the falling cannonball would land behind the foot of the mast of a moving ship. However, when this experiment is actually conducted, the cannonball always falls at the foot of the mast, as if the cannonball knows to travel with the ship despite being separated from it.","in an Aristotelian universe, the falling cannonball would land behind the foot of the mast of a moving ship","what happens if a cannonball falls straight down while the ship is moving ?
",215,321,as if the cannonball knows to travel with the ship despite being separated from it,0.14814814814814817
1130,1130,"Since there is no forward horizontal force being applied on the cannonball as it falls, the only conclusion left is that the cannonball continues to move with the same velocity as the boat as it falls. Thus, no force is required to keep the cannonball moving at the constant forward velocity. ","Since there is no forward horizontal force being applied on the cannonball as it falls, the only conclusion left is that the cannonball continues to move with the same velocity as the boat as it falls","why is there no force required to keep the cannonball moving at the constant forward velocity ?
",0,199,since there is no forward horizontal force being applied on the cannonball as it falls,0.6222222222222222
1131,1131,"Since there is no forward horizontal force being applied on the cannonball as it falls, the only conclusion left is that the cannonball continues to move with the same velocity as the boat as it falls. Thus, no force is required to keep the cannonball moving at the constant forward velocity. ",no force is required to keep the cannonball moving at the constant forward velocity,"why does the cannonball continue to move with the same velocity as the boat as it falls ?
",208,290,since there is no forward horizontal force being applied on the cannonball as it falls,0.3846153846153846
1132,1132,"the spatial variables must be antisymmetric (i.e. they exclude each other from their places much as if there was a repulsive force), and vice versa, i.e. for antiparallel spins the position variables must be symmetric (i.e. the apparent force must be attractive). Thus in the case of two fermions there is a strictly negative correlation between spatial and spin variables, whereas for two bosons (e.g. quanta of electromagnetic waves, photons) the correlation is strictly positive.","the spatial variables must be antisymmetric (i.e. they exclude each other from their places much as if there was a repulsive force), and vice versa, i.e. for antiparallel spins the position variables must be symmetric (i.e. the apparent force must be attractive)","why must the spatial variables be antisymmetric ?
",0,261,( i . e . they exclude each other from their places much as if there was a repulsive force,0.5185185185185185
1133,1133,"the spatial variables must be antisymmetric (i.e. they exclude each other from their places much as if there was a repulsive force), and vice versa, i.e. for antiparallel spins the position variables must be symmetric (i.e. the apparent force must be attractive). Thus in the case of two fermions there is a strictly negative correlation between spatial and spin variables, whereas for two bosons (e.g. quanta of electromagnetic waves, photons) the correlation is strictly positive.",in the case of two fermions there is a strictly negative correlation between spatial and spin,"what happens in the case of two fermions ?
",269,361,there is a strictly negative correlation between spatial and spin variables,0.75
1134,1134,"The conservation of momentum can be directly derived from the homogeneity or symmetry of space and so is usually considered more fundamental than the concept of a force. Thus the currently known fundamental forces are considered more accurately to be ""fundamental interactions"".:199--128 When particle A emits (creates) or absorbs (annihilates)",The conservation of momentum can be directly derived from the homogeneity or symmetry of space and so is usually considered more fundamental than the concept of a force,"why is the conservation of momentum considered more fundamental than a force ?
",0,167,"thus the currently known fundamental forces are considered more accurately to be "" fundamental interactions """,0.21621621621621623
1135,1135,"The conservation of momentum can be directly derived from the homogeneity or symmetry of space and so is usually considered more fundamental than the concept of a force. Thus the currently known fundamental forces are considered more accurately to be ""fundamental interactions"".:199--128 When particle A emits (creates) or absorbs (annihilates)","the currently known fundamental forces are considered more accurately to be ""fundamental interactions","why is the conservation of momentum considered more fundamental than a force ?
",175,275,"thus the currently known fundamental forces are considered more accurately to be "" fundamental interactions """,0.9600000000000001
1136,1136,This observation means that the force of gravity on an object at the Earth 's surface is directly proportional to the object 's mass. Thus an object that has a mass of will experience a force: ,This observation means that the force of gravity on an object at the Earth 's surface is directly proportional to the object 's mass,"why is the force of gravity on an object at the earth ' s surface directly proportional to the object ' s mass ?
",0,131,why,0.0
1137,1137,This observation means that the force of gravity on an object at the Earth 's surface is directly proportional to the object 's mass. Thus an object that has a mass of will experience a force: ,an object that has a mass of will experience a force:,"what happens to an object that has a mass of will ?
",139,191,,0.0
1138,1138,"It is only when observing the motion in a global sense that the curvature of space-time can be observed and the force is inferred from the object 's curved path. Thus, the straight line path in space-time is seen as a curved line in space, and it is called the ballistic trajectory of the object. For example, a basketball thrown from the ground moves in a parabola, as it is in a uniform gravitational field.",It is only when observing the motion in a global sense that the curvature of space-time can be observed and the force is inferred from the object 's curved path,"why is the ballistic trajectory of an object seen as a curved line ?
",0,159,why,0.0
1139,1139,"It is only when observing the motion in a global sense that the curvature of space-time can be observed and the force is inferred from the object 's curved path. Thus, the straight line path in space-time is seen as a curved line in space, and it is called the ballistic trajectory of the object. For example, a basketball thrown from the ground moves in a parabola, as it is in a uniform gravitational field.","the straight line path in space-time is seen as a curved line in space, and it is called the ballistic trajectory of the object","what happens when the object is seen as a curved line in space ?
",168,294,only when observing the motion in a global sense that the curvature of space - time can be observed and the force is inferred from the object ' s curved path,0.3636363636363636
1140,1140," If the input size is n, the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T (n) is defined to be the maximum time taken over all inputs of size n. If T (n) is a polynomial in n, then the algorithm is said to be a polynomial time algorithm.",the input size is n,"when can the time taken be expressed as a function of n ?
",4,22,if the input size is n,0.888888888888889
1141,1141," If the input size is n, the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T (n) is defined to be the maximum time taken over all inputs of size n. If T (n) is a polynomial in n, then the algorithm is said to be a polynomial time algorithm.","the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T (n) is defined to be the maximum time taken over all inputs of size n","what happens if the input size is n ?
",25,254,the time taken can be expressed as a function of n,0.375
1142,1142,"If the input size is n, the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T (n) is defined to be the maximum time taken over all inputs of size n. If T (n) is a polynomial in n, then the algorithm is said to be a polynomial time algorithm. Cobham 's thesis says that a problem can be solved with a feasible amount of resources if it admits a polynomial time algorithm.",T (n) is a polynomial in n,"what happens if the algorithm is said to be a polynomial time algorithm ?
",259,284,if t ( n ) is a polynomial in n,0.923076923076923
1143,1143,"If the input size is n, the time taken can be expressed as a function of n. Since the time taken on different inputs of the same size can be different, the worst-case time complexity T (n) is defined to be the maximum time taken over all inputs of size n. If T (n) is a polynomial in n, then the algorithm is said to be a polynomial time algorithm. Cobham 's thesis says that a problem can be solved with a feasible amount of resources if it admits a polynomial time algorithm.",then the algorithm is said to be a polynomial time algorithm,"what happens if t ( n ) is a polynomial in n ?
",287,346,then the algorithm is said to be a polynomial time algorithm,1.0
1144,1144,"Turing machines are not intended as a practical computing technology, but rather as a thought experiment representing a computing machine--anything from an advanced supercomputer to a mathematician with a pencil and paper. It is believed that if a problem can be solved by an algorithm, there exists a Turing machine that solves the problem. Indeed, this is the statement of the Church--Turing thesis.",a problem can be solved by an algorithm,"why is it believed that there is a turing machine that solves a problem ?
",246,284,,0.0
1145,1145,"Turing machines are not intended as a practical computing technology, but rather as a thought experiment representing a computing machine--anything from an advanced supercomputer to a mathematician with a pencil and paper. It is believed that if a problem can be solved by an algorithm, there exists a Turing machine that solves the problem. Indeed, this is the statement of the Church--Turing thesis.",there exists a Turing machine that solves the problem,"what happens if a problem can be solved by an algorithm ?
",287,339,"if a problem can be solved by an algorithm , there exists a turing machine that solves the problem",0.6666666666666666
1146,1146,"A non-deterministic Turing machine is a deterministic Turing machine with an added feature of non-determinism, which allows a Turing machine to have multiple possible future actions from a given state. One way to view non-determinism is that the Turing machine branches into many possible computational paths at each step, and if it solves the problem in any of these branches, it is said to have solved the problem. Clearly, this model is not meant to be a physically realizable model, it is just a theoretically interesting abstract machine that gives rise to particularly interesting complexity classes.",it solves the problem in any of these branches,"why is a non - deterministic turing machine said to have solved a problem ?
",330,375,if it solves the problem in any of these branches,0.9411764705882353
1147,1147,"A non-deterministic Turing machine is a deterministic Turing machine with an added feature of non-determinism, which allows a Turing machine to have multiple possible future actions from a given state. One way to view non-determinism is that the Turing machine branches into many possible computational paths at each step, and if it solves the problem in any of these branches, it is said to have solved the problem. Clearly, this model is not meant to be a physically realizable model, it is just a theoretically interesting abstract machine that gives rise to particularly interesting complexity classes.",it is said to have solved the problem,"what happens if the turing machine solves the problem in any of the possible computational paths ?
",378,414,"if it solves the problem in any of these branches , it is said to have solved the problem",0.6086956521739131
1148,1148,"The worst-case is when the input is sorted or sorted in reverse order, and the algorithm takes time O (n2) for this case. If we assume that all possible permutations of the input list are equally likely, the average time taken for sorting is O (n log n). The best case occurs when each pivoting divides the list in half, also needing O (n log n) time.",we assume that all possible permutations of the input list are equally likely,"why is the average time taken for sorting o ( n log n ) ?
",125,201,if we assume that all possible permutations of the input list are equally likely,0.9600000000000001
1149,1149,"The worst-case is when the input is sorted or sorted in reverse order, and the algorithm takes time O (n2) for this case. If we assume that all possible permutations of the input list are equally likely, the average time taken for sorting is O (n log n). The best case occurs when each pivoting divides the list in half, also needing O (n log n) time.",the average time taken for sorting is O (n log n),"what happens if all possible permutations of the input list are equally likely ?
",204,252,what,0.0
1150,1150,"For instance, the language-LCB-xx | x is any binary string-RCB-can be solved in linear time on a multi-tape Turing machine, but necessarily requires quadratic time in the model of single-tape Turing machines. If we allow polynomial variations in running time, Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2). This forms the basis for the complexity class P, which is the set of decision problems solvable by a deterministic Turing machine within polynomial time.",we allow polynomial variations in running time,"why does the cobham - edmonds thesis state that the time complexities in any two reasonable and general models of computation are polynomially related ?
",212,257,if we allow polynomial variations in running time,0.9333333333333333
1151,1151,"For instance, the language-LCB-xx | x is any binary string-RCB-can be solved in linear time on a multi-tape Turing machine, but necessarily requires quadratic time in the model of single-tape Turing machines. If we allow polynomial variations in running time, Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2). This forms the basis for the complexity class P, which is the set of decision problems solvable by a deterministic Turing machine within polynomial time.","Cobham-Edmonds thesis states that ""the time complexities in any two reasonable and general models of computation are polynomially related"" (Goldreich 2008, Chapter 1.2)","what happens if we allow polynomial variations in running time ?
",260,427,"if we allow polynomial variations in running time , cobham - edmonds thesis states that "" the time complexities in any two reasonable and general models of computation are polynomially related",0.6938775510204083
1152,1152,"It captures the informal notion of a problem being at least as difficult as another problem. For instance, if a problem X can be solved using an algorithm for Y, X is no more difficult than Y, and we say that X reduces to Y. There are many different types of reductions, based on the method of reduction, such as Cook reductions, Karp reductions and Levin reductions, and the bound on the complexity of reductions, such as polynomial-time reductions or log-space reductions. ",a problem X can be solved using an algorithm for Y,"what happens if x is no more difficult than y ?
",110,159,"if a problem x can be solved using an algorithm for y , x is no more difficult than y , and we say that x reduces to y",0.5294117647058824
1153,1153,"It captures the informal notion of a problem being at least as difficult as another problem. For instance, if a problem X can be solved using an algorithm for Y, X is no more difficult than Y, and we say that X reduces to Y. There are many different types of reductions, based on the method of reduction, such as Cook reductions, Karp reductions and Levin reductions, and the bound on the complexity of reductions, such as polynomial-time reductions or log-space reductions. ","X is no more difficult than Y, and we","what happens if a problem x can be solved using an algorithm for y ?
",162,198,"if a problem x can be solved using an algorithm for y , x is no more difficult than y , and we say that x reduces to y",0.5294117647058824
1154,1154," If a problem X is in C and hard for C, then X is said to be complete for C. This means that X is the hardest problem in C.",a problem X is in C and hard for C,"what happens if x is said to be complete for c ?
",4,37,if a problem x is in c and hard for c,0.9473684210526316
1155,1155," If a problem X is in C and hard for C, then X is said to be complete for C. This means that X is the hardest problem in C.",then X is said to be complete for C,"what happens if a problem x is in c and hard for c ?
",40,74,x is said to be complete for c,0.9411764705882353
1156,1156,"The question of whether P equals NP is one of the most important open questions in theoretical computer science because of the wide implications of a solution. If the answer is yes, many important problems can be shown to have more efficient solutions. These include various types of integer programming problems in operations research, many problems in logistics, protein structure prediction in biology, and the ability to find formal proofs of pure mathematics theorems.",the answer is yes,"why can many important problems be shown to have more efficient solutions ?
",163,179,because of the wide implications of a solution,0.0
1157,1157,"The question of whether P equals NP is one of the most important open questions in theoretical computer science because of the wide implications of a solution. If the answer is yes, many important problems can be shown to have more efficient solutions. These include various types of integer programming problems in operations research, many problems in logistics, protein structure prediction in biology, and the ability to find formal proofs of pure mathematics theorems.",many important problems can be shown to have more efficient solutions,"what happens if p equals np ?
",182,250,,0.0
1158,1158,"The answer is not known, but it is believed that the problem is at least not NP-complete. If graph isomorphism is NP-complete, the polynomial time hierarchy collapses to its second level. Since it is widely believed that the polynomial hierarchy does not collapse to any finite level, it is believed that graph isomorphism is not NP-complete.",graph isomorphism is NP-complete,"why does the polynomial time hierarchy collapse to its second level ?
",93,124,since it is widely believed that the polynomial hierarchy does not collapse to any finite level,0.10526315789473685
1159,1159,"The answer is not known, but it is believed that the problem is at least not NP-complete. If graph isomorphism is NP-complete, the polynomial time hierarchy collapses to its second level. Since it is widely believed that the polynomial hierarchy does not collapse to any finite level, it is believed that graph isomorphism is not NP-complete.",the polynomial time hierarchy collapses to its second level,"what happens if graph isomorphism is np - complete ?
",127,185,the polynomial time hierarchy collapses to its second level,1.0
1160,1160,"The integer factorization problem is in NP and in co-NP (and even in UP and co-UP). If the problem is NP-complete, the polynomial time hierarchy will collapse to its first level (i.e., NP will equal co-NP). The best known algorithm for integer factorization is the general number field sieve, which takes time O (e (64/9) 1/3 (n.log 2) 1/3 (log (n.log 2)) 2/3) to factor an n-bit integer.",the problem is NP-complete,"why will the polynomial time hierarchy collapse to its first level ?
",87,112,why,0.0
1161,1161,"The integer factorization problem is in NP and in co-NP (and even in UP and co-UP). If the problem is NP-complete, the polynomial time hierarchy will collapse to its first level (i.e., NP will equal co-NP). The best known algorithm for integer factorization is the general number field sieve, which takes time O (e (64/9) 1/3 (n.log 2) 1/3 (log (n.log 2)) 2/3) to factor an n-bit integer.","the polynomial time hierarchy will collapse to its first level (i.e., NP will equal co-NP)","what happens if the problem is np - complete ?
",115,204,the polynomial time hierarchy will collapse to its first level,0.782608695652174
1162,1162," Similarly, it is not known if L (the set of all problems that can be solved in logarithmic space) is strictly contained in P or equal to P. Again, there are many complexity classes between the two, such as NL and NC, and it is not known if they are distinct or equal classes. ",L (the set of all problems that can be solved in logarithmic space) is strictly contained in P or equal to P. Again,"what is not known about the relationship between l and p ?
",31,145,if l ( the set of all problems that can be solved in logarithmic space ) is strictly contained in p or equal to p,0.9545454545454546
1163,1163," Similarly, it is not known if L (the set of all problems that can be solved in logarithmic space) is strictly contained in P or equal to P. Again, there are many complexity classes between the two, such as NL and NC, and it is not known if they are distinct or equal classes. ","there are many complexity classes between the two, such as NL and NC, and","why is it not known if l and l are distinct or equal classes ?
",148,220,why,0.0
1164,1164,"Problems that are known to be intractable in this sense include those that are EXPTIME-hard. If NP is not the same as P, then the NP-complete problems are also intractable in this sense. To see why exponential-time algorithms might be unusable in practice, consider a program that makes 2n operations before halting.",NP is not the same as P,"why are the np - complete problems also intractable ?
",96,118,,0.0
1165,1165,"Problems that are known to be intractable in this sense include those that are EXPTIME-hard. If NP is not the same as P, then the NP-complete problems are also intractable in this sense. To see why exponential-time algorithms might be unusable in practice, consider a program that makes 2n operations before halting.",then the NP-complete problems are also intractable in this sense,"what happens if np is not the same as p ?
",121,184,"if np is not the same as p , then the np - complete problems are also intractable in this sense . to see why exponential - time algorithms might be unusable in practice",0.43243243243243246
1166,1166,"Nevertheless, a polynomial time algorithm is not always practical. If its running time is, say, n15, it is unreasonable to consider it efficient and it is still useless except on small instances. ",its running time is,"why is it unreasonable to consider it efficient ?
",70,88,"if its running time is , say , n15 , it is unreasonable to consider it efficient and it is still useless except on small instances",0.29629629629629634
1167,1167,"Nevertheless, a polynomial time algorithm is not always practical. If its running time is, say, n15, it is unreasonable to consider it efficient and it is still useless except on small instances. ","say, n15, it is unreasonable to consider it efficient and it","why is a polynomial time algorithm still useless except on small instances ?
",91,150,"if its running time is , say , n15 , it is unreasonable to consider it efficient",0.7200000000000001
1168,1168,"Lead fusible plugs may be present in the crown of the boiler 's firebox. If the water level drops, such that the temperature of the firebox crown increases significantly, the lead melts and the steam escapes, warning the operators, who may then manually suppress the fire. Except in the smallest of boilers the steam escape has little effect on dampening the fire.",the water level drops,"what causes the temperature of the firebox crown to increase ?
",76,96,"if the water level drops , such that the temperature of the firebox crown increases significantly , the lead melts and the steam escapes",0.3
1169,1169,"Lead fusible plugs may be present in the crown of the boiler 's firebox. If the water level drops, such that the temperature of the firebox crown increases significantly, the lead melts and the steam escapes, warning the operators, who may then manually suppress the fire. Except in the smallest of boilers the steam escape has little effect on dampening the fire.","such that the temperature of the firebox crown increases significantly, the lead melts and","what happens when the water level drops ?
",99,188,the lead melts and the steam escapes,0.37499999999999994
1170,1170,"The plugs are also too small in area to lower steam pressure significantly, depressurizing the boiler. If they were any larger, the volume of escaping steam would itself endanger the crew.-LSB-citation needed-RSB-",they were any larger,"why would the volume of escaping steam endanger the crew ?
",106,125,,0.0
1171,1171,"The plugs are also too small in area to lower steam pressure significantly, depressurizing the boiler. If they were any larger, the volume of escaping steam would itself endanger the crew.-LSB-citation needed-RSB-",the volume of escaping steam would itself endanger the crew.-LSB-citation needed-RSB,"what would happen if the plugs were any larger ?
",128,211,the volume of escaping steam would itself endanger the crew,0.823529411764706
1172,1172,"Most however have a reversing mechanism which additionally can provide means for saving steam as speed and momentum are gained by gradually ""shortening the cutoff"" or rather, shortening the admission event; this in turn proportionately lengthens the expansion period. However, as one and the same valve usually controls both steam flows, a short cutoff at admission adversely affects the exhaust and compression periods which should ideally always be kept fairly constant; if the exhaust event is too brief, the totality of the exhaust steam cannot evacuate the cylinder, choking it and giving excessive compression (""kick back"").-LSB-citation needed-RSB-",the exhaust event is too brief,"what happens when the exhaust steam cannot evacuate the cylinder ?
",476,505,"if the exhaust event is too brief , the totality of the exhaust steam cannot evacuate the cylinder , choking it and giving excessive compression ( "" kick back "" )",0.3846153846153846
1173,1173,"Most however have a reversing mechanism which additionally can provide means for saving steam as speed and momentum are gained by gradually ""shortening the cutoff"" or rather, shortening the admission event; this in turn proportionately lengthens the expansion period. However, as one and the same valve usually controls both steam flows, a short cutoff at admission adversely affects the exhaust and compression periods which should ideally always be kept fairly constant; if the exhaust event is too brief, the totality of the exhaust steam cannot evacuate the cylinder, choking it and giving excessive compression (""kick back"").-LSB-citation needed-RSB-","the totality of the exhaust steam cannot evacuate the cylinder, choking it and giving excessive compression (""kick back"").-LSB-citation needed-RSB","what happens if the exhaust event is too short ?
",508,653,", the totality of the exhaust steam cannot evacuate the cylinder , choking it and giving excessive compression",0.896551724137931
1174,1174,"Oxygen gas can also be produced through electrolysis of water into molecular oxygen and hydrogen. DC electricity must be used: if AC is used, the gases in each limb consist of hydrogen and oxygen in the explosive ratio 2:1. Contrary to popular belief, the 2:1 ratio observed in the DC electrolysis of acidified water does not prove that the empirical formula of water is H2O unless certain assumptions are made about the molecular formulae of hydrogen and oxygen themselves.",AC is used,"what happens when the gases in each limb consist of hydrogen and oxygen in the explosive ratio 2 : 1 ?
",130,139,,0.0
1175,1175,"Oxygen gas can also be produced through electrolysis of water into molecular oxygen and hydrogen. DC electricity must be used: if AC is used, the gases in each limb consist of hydrogen and oxygen in the explosive ratio 2:1. Contrary to popular belief, the 2:1 ratio observed in the DC electrolysis of acidified water does not prove that the empirical formula of water is H2O unless certain assumptions are made about the molecular formulae of hydrogen and oxygen themselves.",the gases in each limb consist of hydrogen and oxygen in the explosive ratio 2:1,"why must dc electricity be used ?
",142,221,why,0.0
1176,1176,"The essence is there are three readings, starting with a Commission proposal, where the Parliament must vote by a majority of all MEPs (not just those present) to block or suggest changes, and the Council must vote by qualified majority to approve changes, but by unanimity to block Commission amendment. Where the different institutions cannot agree at any stage, a ""Conciliation Committee"" is convened, representing MEPs, ministers and the Commission to try and get agreement on a joint text: if this works, it will be sent back to the Parliament and Council to approve by absolute and qualified majority. This means, legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission: it is harder to change EU law than stay the same.",this works,"what happens when the conciliation committee reaches an agreement ?
",498,507,"where the different institutions cannot agree at any stage , a "" conciliation committee "" is convened , representing meps , ministers and the commission to try and get agreement on a joint text : if this works , it will be sent back to the parliament and council to approve by absolute and qualified majority",0.08695652173913045
1177,1177,"The essence is there are three readings, starting with a Commission proposal, where the Parliament must vote by a majority of all MEPs (not just those present) to block or suggest changes, and the Council must vote by qualified majority to approve changes, but by unanimity to block Commission amendment. Where the different institutions cannot agree at any stage, a ""Conciliation Committee"" is convened, representing MEPs, ministers and the Commission to try and get agreement on a joint text: if this works, it will be sent back to the Parliament and Council to approve by absolute and qualified majority. This means, legislation can be blocked by a majority in Parliament, a minority in the Council, and a majority in the Commission: it is harder to change EU law than stay the same.",it will be sent back to the Parliament and Council to approve by absolute and qualified majority,"what happens if the conciliation committee can ' t agree on a joint text ?
",510,605,,0.0
