,Unnamed: 0,Unnamed: 0.1,PatternID,Text,Cause,Effect,cause_question,effect_question
508,508,560,44,"Not only does the T-cell extend a vitamin D receptor, in essence asking to bind to the steroid hormone version of vitamin D, calcitriol, but the T-cell expresses the gene CYP27B1, which is the gene responsible for converting the pre-hormone version of vitamin D, calcidiol into the steroid hormone version, calcitriol. Only after binding to calcitriol can T-cells perform their intended function.",converting the pre-hormone version of vitamin D,"in essence asking to bind to the steroid hormone version of vitamin D, calcitriol, but the T-cell expresses the gene CYP27B1, which is the gene responsible","what does the gene cyp27b1 do ?
","why does the t - cell extend a vitamin d receptor ?
"
509,509,561,44,"The parasite Trypanosoma brucei uses a similar strategy, constantly switching one type of surface protein for another, allowing it to stay one step ahead of the antibody response. Masking antigens with host molecules is another common strategy for avoiding detection by the immune system. In HIV, the envelope that covers the virion is formed from the outermost membrane of the host cell; such ""self-cloaked"" viruses make it difficult for the immune system to identify them as ""non-self"" structures.",avoiding detection by the immune system,Masking antigens with host molecules is another common strategy,"why is masking antigens with host molecules a common strategy ?
","why does trypanosoma brucei avoid detection by the immune system ?
"
510,510,562,44,"One example is an enzyme called tyrosinase that, when expressed at high levels, transforms certain skin cells (e.g. melanocytes) into tumors called melanomas. A third possible source of tumor antigens are proteins normally important for regulating cell growth and survival, that commonly mutate into cancer inducing molecules called oncogenes. ","regulating cell growth and survival, that commonly mutate into cancer inducing molecules called oncogenes",A third possible source of tumor antigens are proteins normally important,"why are proteins normally important for cancer ?
","why do oncogenes form ?
"
511,511,563,44,"the secretariat are provided by the WMO, while UNEP meets the cost of the Depute Secretary. Annual cash contributions to the Trust Fund are made by the WMO, by UNEP, and by IPCC Members; the scale of payments is determined by the IPCC Panel, which is also responsible for considering and adopting by consensus the annual budget. The organisation is required to comply with the Financial Regulations and Rules of the WMO.",considering and adopting by consensus the annual budget,"Annual cash contributions to the Trust Fund are made by the WMO, by UNEP, and by IPCC Members; the scale of payments is determined by the IPCC Panel, which is also responsible","what is the ipcc panel responsible for ?
","who makes the annual cash contributions to the trust fund ?
"
512,512,564,44," Each chapter has a number of authors who are responsible for writing and editing the material. A chapter typically has two ""coordinating lead authors"", ten to fifteen ""lead authors"", and a somewhat larger number of ""contributing authors"".",writing and editing the material,Each chapter has a number of authors who are responsible,"what are the authors responsible for in a chapter ?
","who is responsible for writing and editing the material in a chapter ?
"
513,513,565,44,"A chapter typically has two ""coordinating lead authors"", ten to fifteen ""lead authors"", and a somewhat larger number of ""contributing authors"". The coordinating lead authors are responsible for assembling the contributions of the other authors, ensuring that they meet stylistic and formatting requirements, and reporting to the Working Group chairs. Lead authors are responsible for writing sections of chapters.","assembling the contributions of the other authors, ensuring that they meet stylistic and formatting requirements, and reporting to the Working Group chairs",The coordinating lead authors are responsible,"what are the coordinating lead authors responsible for ?
","who is responsible for assembling the contributions of other authors ?
"
514,514,566,44,"The coordinating lead authors are responsible for assembling the contributions of the other authors, ensuring that they meet stylistic and formatting requirements, and reporting to the Working Group chairs. Lead authors are responsible for writing sections of chapters. Contributing authors prepare text, graphs or data for inclusion by the lead authors.",writing sections of chapters,Lead authors are responsible,"what are lead authors responsible for ?
","who is responsible for writing sections of chapters ?
"
515,515,567,44,"The name Rijn, from here on, is used only for smaller streams farther to the north, which together formed the main river Rhine in Roman times. Though they retained the name, these streams no longer carry water from the Rhine, but are used for draining the surrounding land and polders. From Wijk bij Duurstede, the old north branch of the Rhine is called Kromme Rijn (""Bent Rhine"") past Utrecht, first Leidse Rijn (""Rhine of Leiden"") and then, Oude Rijn (""Old Rhine"").",draining the surrounding land and polders,"Though they retained the name, these streams no longer carry water from the Rhine, but are used","why are the smaller streams not carrying water from the rhine used ?
","why is the name rijn still used for smaller streams ?
"
516,516,568,44," As a member of the Scottish Parliamentary Corporate Body, the Presiding Officer is responsible for ensuring that the Parliament functions effectively and has the staff, property and resources it requires to operate. Convening the Parliamentary Bureau, which allocates time and sets the work agenda in the chamber, is another of the roles of the Presiding Officer.","ensuring that the Parliament functions effectively and has the staff, property and resources it requires to operate","As a member of the Scottish Parliamentary Corporate Body, the Presiding Officer is responsible","what is the presiding officer responsible for ?
","why is the presiding officer responsible for ensuring that the scottish parliament functions effectively ?
"
517,517,569,44,"A ""General Question Time"" takes place on a Thursday between 11:40 a.m. and 12 p.m. where members can direct questions to any member of the Scottish Government. At 2.30 pm, a 40-minute long themed ""Question Time"" takes place, where members can ask questions of ministers in departments that are selected for questioning that sitting day, such as health and justice or education and transport. Between 12 p.m. and 12:30 p.m. on Thursdays, when Parliament is sitting, First Minister 's Question Time takes place.",questioning that sitting day,"At 2.30 pm, a 40-minute long themed ""Question Time"" takes place, where members can ask questions of ministers in departments that are selected","why are ministers selected for question time ?
","what happens during the "" general question time "" ?
"
518,518,570,44," Islamist movements such as the Muslim Brotherhood, ""are well known for providing shelters, educational assistance, free or low cost medical clinics, housing assistance to students from out of town, student advisory groups, facilitation of inexpensive mass marriage ceremonies to avoid prohibitively costly dowry demands, legal assistance, sports facilities, and women 's groups. '' All this compares very favourably against incompetent, inefficient, or neglectful governments whose commitment to social justice is limited to rhetoric.","providing shelters, educational assistance, free or low cost medical clinics, housing assistance to students from out of town, student advisory groups, facilitation of inexpensive mass marriage ceremonies to avoid prohibitively costly dowry demands, legal assistance, sports facilities","Islamist movements such as the Muslim Brotherhood, ""are well known","why is the muslim brotherhood well known ?
","why is the muslim brotherhood well known ?
"
519,519,571,44,"In the January 2006 legislative election--its first foray into the political process--it won the majority of the seats, and in 2007 it drove the PLO out of Gaza. Hamas has been praised by Muslims for driving Israel out of the Gaza Strip, but criticized for failure to achieve its demands in the 2008-9 and 2014 Gaza Wars despite heavy destruction and significant loss of life. ",driving Israel out of the Gaza Strip,Hamas has been praised by Muslims,"why has hamas been praised by muslims ?
","why did hamas drive israel out of the gaza strip ?
"
520,520,572,44,"After al-Nimeiry was overthrown in 1985 the party did poorly in national elections, but in 1989 it was able to overthrow the elected post-al-Nimeiry government with the help of the military. Turabi was noted for proclaiming his support for the democratic process and a liberal government before coming to power, but strict application of sharia law, torture and mass imprisonment of the opposition, and an intensification of the long-running war in southern Sudan, once in power. The NIF regime also harbored Osama bin Laden for a time (before 9/11), and worked to unify Islamist opposition to the American attack on Iraq in the 1991 Gulf War.","proclaiming his support for the democratic process and a liberal government before coming to power, but strict application of sharia law, torture and mass imprisonment of the opposition, and an intensification of the long-running war in southern Sudan, once in power",Turabi was noted,"why was turabi so popular ?
","what happened to turabi when he came to power ?
"
521,521,573,44,"became the ""regime 's ideological and political arm"". In Pakistan this Islamization from above was ""probably"" more complete ""than under any other regime except those in Iran and Sudan,"" but Zia-ul-Haq was also criticized by many Islamists for imposing ""symbols"" rather than substance, and using Islamization to legitimize his means of seizing power. Unlike neighboring Iran, Zia-ul-Haq 's policies were intended to ""avoid revolutionary excess"", and not to strain relations with his American and Persian Gulf state allies.","imposing ""symbols"" rather than substance, and using Islamization to legitimize his means of seizing power","In Pakistan this Islamization from above was ""probably"" more complete ""than under any other regime except those in Iran and Sudan,"" but Zia-ul-Haq was also criticized by many Islamists","why was zia - ul - haq criticized by islamists ?
","why did many islamists criticize zia - ul - haq ?
"
522,522,574,44,"Christian Whiton, an official in the George W. Bush administration, called for a new agency focused on the nonviolent practice of ""political warfare"" aimed at undermining the ideology. U.S. Defense Secretary Robert Gates called for establishing something similar to the defunct U.S. Information Agency, which was charged with undermining the communist ideology during the Cold War. ","establishing something similar to the defunct U.S. Information Agency, which was charged with undermining the communist ideology during the Cold War",U.S. Defense Secretary Robert Gates called,"why did defense secretary robert gates call for a new agency ?
","why did whiton want to establish a new agency ?
"
523,523,575,44," During the 20th century, historians John Gallagher (1919--1980) and Ronald Robinson (1920--1999) constructed a framework for understanding European imperialism. They claim that European imperialism was influential, and Europeans rejected the notion that ""imperialism"" required formal, legal control by one government over another country.",understanding European imperialism,"During the 20th century, historians John Gallagher (1919--1980) and Ronald Robinson (1920--1999) constructed a framework","why did historians john gallagher and ronald robinson construct a framework ?
","what was done to understand european imperialism ?
"
524,524,576,44,"In 1898, Americans who opposed imperialism created the Anti-Imperialist League to oppose the US annexation of the Philippines and Cuba. One year later, a war erupted in the Philippines causing business, labor and government leaders in the US to condemn America 's occupation in the Philippines as they also denounced them for causing the deaths of many Filipinos. American foreign policy was denounced as a ""racket"" by Smedley Butler, an American general.",causing the deaths of many Filipinos,they also denounced them,"why did the us condemn the occupation of the philippines ?
","why did the us condemn the occupation of the philippines ?
"
525,525,577,44,"A massive outbreak of smallpox among western tribes led many of them to stay away from trading in 1758. While many parties to the conflict blamed others (the Indians blamed the French for bringing ""bad medicine"" as well as denying them prizes at Fort William Henry), the disease was probably spread through the crowded conditions at William Henry after the battle. Montcalm focused his meager resources on the defense of the St. Lawrence, with primary defenses at Carillon, Quebec, and Louisbourg, while Vaudreuil argued unsuccessfully for a continuation of the raiding tactics that had worked quite effectively in previous years.","bringing ""bad medicine"" as well as denying them",While many parties to the conflict blamed others (the Indians blamed the French,"why did the indians blame the french ?
","why did the indians blame the french for bringing bad medicine ?
"
526,526,578,44," Since forces are perceived as pushes or pulls, this can provide an intuitive understanding for describing forces. As with other physical concepts (e.g. temperature), the intuitive understanding of forces is quantified using precise operational definitions that are consistent with direct observations and compared to a standard measurement scale.",describing forces,this can provide an intuitive understanding,"why are forces perceived as pushes or pulls ?
","why are forces perceived as pushes or pulls ?
"
527,527,579,2,"When considering computational problems, a problem instance is a string over an alphabet. Usually, the alphabet is taken to be the binary alphabet (i.e., the set-LCB-0,1-RCB-), and thus the strings are bitstrings. As in a real-world computer, mathematical objects other than bitstrings must be suitably encoded.","the alphabet is taken to be the binary alphabet (i.e., the set-LCB-0,1-RCB-)",the strings are bitstrings,"why are the strings bitstrings ?
","what happens when the alphabet is taken to be the binary alphabet ?
"
528,528,580,2,"In particular, larger instances will require more time to solve. Thus the time required to solve a problem (or the space required, or any measure of complexity) is calculated as a function of the size of the instance. This is usually taken to be the size of the input in bits.","In particular, larger instances will require more time to solve","the time required to solve a problem (or the space required, or any measure of complexity) is calculated as a function of the size of the instance","why would larger instances require more time to solve ?
","what happens when larger instances require more time to solve ?
"
529,529,581,2,"Of course, some complexity classes have complicated definitions that do not fit into this framework. Thus, a typical complexity class has a definition like the following: ","Of course, some complexity classes have complicated definitions that do not fit into this framework",a typical complexity class has a definition like the following:,"why do some complexity classes have complicated definitions ?
","what happens when a complexity class has complicated definitions that do not fit into the framework ?
"
530,530,582,2,"They are called hierarchy theorems because they induce a proper hierarchy on the classes defined by constraining the respective resources. Thus there are pairs of complexity classes such that one is properly included in the other. Having deduced such proper set inclusions, we can proceed to make quantitative statements about how much more additional time or space is needed in order to increase the number of problems that can be solved.",They are called hierarchy theorems because they induce a proper hierarchy on the classes defined by constraining the respective resources,there are pairs of complexity classes such that one is properly included in the other,"why are hierarchy theorems called ?
","what happens when a hierarchy theorem is deduced ?
"
531,531,583,2,"Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm. Thus we see that squaring is not more difficult than multiplication, since squaring can be reduced to multiplication. ","Indeed, this can be done by giving the same input to both inputs of the multiplication algorithm","we see that squaring is not more difficult than multiplication, since squaring can be reduced to multiplication","why is squaring not more difficult than multiplication ?
","why is squaring not more difficult than multiplication ?
"
532,532,584,2,"Customers that do not subscribe to BSkyB 's channels can still pay a monthly fee to enable Sky+functions. In January 2010 BSkyB discontinued the Sky+Box, limited the standard Sky Box to Multiroom upgrade only and started to issue the Sky+HD Box as standard, thus giving all new subscribers the functions of Sky+. In February 2011 BSkyB discontinued the non-HD variant of its Multiroom box, offering a smaller version of the SkyHD box without Sky+functionality.","In January 2010 BSkyB discontinued the Sky+Box, limited the standard Sky Box to Multiroom upgrade only and started to issue the Sky+HD Box as standard",giving all new subscribers the functions of Sky+,"what happened to the sky + box in 2010 ?
","why did bskyb issue the sky + hd box ?
"
533,533,585,2,"The move would have had the side effect of fostering relations with the Swiss. Thus, Hugues plus Eidgenosse by way of Huisgenoten supposedly became Huguenot, a nickname associating the Protestant cause with politics unpopular in France.-LSB-citation needed-RSB- ",The move would have had the side effect of fostering relations with the Swiss,"Hugues plus Eidgenosse by way of Huisgenoten supposedly became Huguenot, a nickname associating the Protestant cause with politics unpopular in France.-LSB-citation needed-RSB","why did hugues plus eidgenosse become huguenot
","why did the move have a side effect on relations with the swiss ?
"
534,534,586,2,"In his work Pneumatica, Philo observed that inverting a vessel over a burning candle and surrounding the vessel 's neck with water resulted in some water rising into the neck. Philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire and thus were able to escape through pores in the glass. Many centuries later Leonardo da Vinci built on Philo 's work by observing that a portion of air is consumed during combustion and respiration.",Philo incorrectly surmised that parts of the air in the vessel were converted into the classical element fire,were able to escape through pores in the glass,"why was water able to escape through pores in the glass ?
","why did philo believe that the air in a pneumatica was converted into fire ?
"
535,535,587,2,"This meant that the Hungarian authorities could prevent a company from shifting its central administration to Italy while it still operated and was incorporated in Hungary. Thus, the court draws a distinction between the right of establishment for foreign companies (where restrictions must be justified), and the right of the state to determine conditions for companies incorporated in its territory, although it is not entirely clear why. ",This meant that the Hungarian authorities could prevent a company from shifting its central administration to Italy while it still operated and was incorporated in Hungary,"the court draws a distinction between the right of establishment for foreign companies (where restrictions must be justified), and the right of the state to determine conditions for companies incorporated in its territory, although it is not entirely clear why","why did the court draw a distinction between right of establishment for foreign companies and the right of state to determine conditions ?
","why did the hungarian authorities prevent a company from moving its headquarters to italy ?
"
536,536,588,2,"Colloblasts are specialized mushroom-shaped cells in the outer layer of the epidermis, and have three main components: a domed head with vesicles (chambers) that contain adhesive; a stalk that anchors the cell in the lower layer of the epidermis or in the mesoglea; and a spiral thread that coils round the stalk and is attached to the head and to the root of the stalk. The function of the spiral thread is uncertain, but it may absorb stress when prey tries to escape, and thus prevent the collobast from being torn apart. In addition to colloblasts, members of the genus Haeckelia, which feed mainly on jellyfish, incorporate their victims ' stinging nematocytes into their own tentacles--some cnidaria-eating nudibranchs similarly incorporate nematocytes into their bodies for defense.","The function of the spiral thread is uncertain, but it may absorb stress when prey tries to escape",prevent the collobast from being torn apart,"why does the spiral thread prevent the collobast from being torn apart ?
","why does the spiral thread absorb stress when prey tries to escape ?
"
537,537,589,2,"In most species the juveniles gradually develop the body forms of their parents. In some groups, such as the flat, bottom-dwelling platyctenids, the juveniles behave more like true larvae, as they live among the plankton and thus occupy a different ecological niche from their parents and attain the adult form by a more radical metamorphosis, after dropping to the sea-floor. ","In some groups, such as the flat, bottom-dwelling platyctenids, the juveniles behave more like true larvae, as they live among the plankton","occupy a different ecological niche from their parents and attain the adult form by a more radical metamorphosis, after dropping to the sea-floor","why do some platyctenids behave like true larvae ?
","why do platyctenids behave more like larvae ?
"
538,538,590,2,"Fresno is the largest U.S. city not directly linked to an Interstate highway. When the Interstate Highway System was created in the 1950s, the decision was made to build what is now Interstate 5 on the west side of the Central Valley, and thus bypass many of the population centers in the region, instead of upgrading what is now State Route 99. Due to rapidly raising population and traffic in cities along SR 99, as well as the desirability of Federal funding, much discussion has been made to upgrade it to interstate standards and eventually incorporate it into the interstate system, most likely as Interstate 9.","When the Interstate Highway System was created in the 1950s, the decision was made to build what is now Interstate 5 on the west side of the Central Valley","bypass many of the population centers in the region, instead of upgrading what is now State Route 99","why is fresno not connected to an interstate highway ?
","why was interstate 5 built ?
"
539,539,591,2,"At the destination, the original message/data is reassembled in the correct order, based on the packet sequence number. Thus a virtual connection, also known as a virtual circuit or byte stream is provided to the end-user by a transport layer protocol, although intermediate network nodes only provides a connectionless network layer service. ","At the destination, the original message/data is reassembled in the correct order, based on the packet sequence number","a virtual connection, also known as a virtual circuit or byte stream is provided to the end-user by a transport layer protocol, although intermediate network nodes only provides a connectionless network layer service","what happens when a virtual connection is provided ?
","what happens when a packet is reassembled at the destination ?
"
540,540,592,2,"It only operates at the user-network-interface (UNI). Thus, the network provider is free to use any procedure it wishes inside the network. X. 25 does specify some limited re-transmission procedures at the UNI, and its link layer protocol (LAPB) provides conventional HDLC-type link management procedures.",It only operates at the user-network-interface (UNI),the network provider is free to use any procedure it wishes inside the network,"why is x . 25 free to use any procedure inside the network ?
","why does x . 25 operate at the user - network - interface ?
"
541,541,593,2,"However, its address field (the Data Link Connection ID, or DLCI) can be used at the OSI network layer, with a minimum set of procedures. Thus, it rids itself of many X. 25 layer 3 encumbrances, but still has the DLCI as an ID beyond a node-to-node layer two link protocol. The simplicity of Frame Relay makes it faster and more efficient than X. 25.","However, its address field (the Data Link Connection ID, or DLCI) can be used at the OSI network layer, with a minimum set of procedures","it rids itself of many X. 25 layer 3 encumbrances, but still has the DLCI as an ID beyond a node-to-node layer two link protocol","why is frame relay faster ?
","why is frame relay faster than x . 25 ?
"
542,542,594,2,"DECnet is a suite of network protocols created by Digital Equipment Corporation, originally released in 1975 in order to connect two PDP-11 minicomputers. It evolved into one of the first peer-to-peer network architectures, thus transforming DEC into a networking powerhouse in the 1980s. Initially built with three layers, it later (1982) evolved into a seven-layer OSI-compliant networking protocol.",It evolved into one of the first peer-to-peer network architectures,transforming DEC into a networking powerhouse in the 1980s,"what caused decnet to become a networking powerhouse in the 1980s ?
","what happened when decnet evolved into a peer - to - peer network ?
"
543,543,595,2,"The bubonic plague mechanism was also dependent on two populations of rodents: one resistant to the disease, which act as hosts, keeping the disease endemic, and a second that lack resistance. When the second population dies, the fleas move on to other hosts, including people, thus creating a human epidemic. ","When the second population dies, the fleas move on to other hosts, including people",creating a human epidemic,"what happens when the bubonic plague causes a human epidemic ?
","what happens when the second population of rodents dies ?
"
544,544,596,2,"Presently, a firm that is nominally an ""architecture"" or ""construction management"" firm may have experts from all related fields as employees, or to have an associated company that provides each necessary skill. Thus, each such firm may offer itself as ""one-stop shopping"" for a construction project, from beginning to end. This is designated as a ""design build"" contract where the contractor is given a performance specification and must undertake the project from design to construction, while adhering to the performance specifications.","Presently, a firm that is nominally an ""architecture"" or ""construction management"" firm may have experts from all related fields as employees, or to have an associated company that provides each necessary skill","each such firm may offer itself as ""one-stop shopping"" for a construction project, from beginning to end","what happens when a firm offers itself as "" one stop shopping "" ?
","what happens when an architecture or construction management firm has experts from all related fields ?
"
545,545,597,2,"The time element in construction means that a delay costs money, and in cases of bottlenecks, the delay can be extremely expensive. Thus, the contracts must be designed to ensure that each side is capable of performing the obligations set out. Contracts that set out clear expectations and clear paths to accomplishing those expectations are far more likely to result in the project flowing smoothly, whereas poorly drafted contracts lead to confusion and collapse.","The time element in construction means that a delay costs money, and in cases of bottlenecks, the delay can be extremely expensive",the contracts must be designed to ensure that each side is capable of performing the obligations set out,"why do contracts have to be designed to ensure each side is capable of performing the obligations set out ?
","why is the time element in construction so expensive ?
"
546,546,598,2," Private schools, also known as independent schools, non-governmental, or nonstate schools, are not administered by local, state or national governments; thus, they retain the right to select their students and are funded in whole or in part by charging their students tuition, rather than relying on mandatory taxation through public (government) funding; at some private schools students may be able to get a scholarship, which makes the cost cheaper, depending on a talent the student may have (e.g. sport scholarship, art scholarship, academic scholarship), financial need, or tax credit scholarships that might be available. ","Private schools, also known as independent schools, non-governmental, or nonstate schools, are not administered by local, state or national governments","they retain the right to select their students and are funded in whole or in part by charging their students tuition, rather than relying on mandatory taxation through public (government) funding; at some private schools students may be able to get a scholarship, which makes the cost cheaper, depending on a talent the student may have (e.g. sport scholarship, art scholarship, academic scholarship), financial need, or tax credit scholarships that might be available","why are private schools different from public schools ?
","why are private schools different from public schools ?
"
547,547,599,2,"In this perspective, wages and profits are determined by the marginal value added of each economic actor (worker, capitalist/business owner, landlord). Thus, in a market economy, inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions. ","In this perspective, wages and profits are determined by the marginal value added of each economic actor (worker, capitalist/business owner, landlord)","in a market economy, inequality is a reflection of the productivity gap between highly-paid professions and lower-paid professions","why are wages and profits determined in a market economy ?
","why are wages and profits determined by marginal value added ?
"
548,548,600,2,"Wages work in the same way as prices for any other good. Thus, wages can be considered as a function of market price of skill. And therefore, inequality is driven by this price.",Wages work in the same way as prices for any other good,wages can be considered as a function of market price of skill,"why do wages work the same as prices for any other good ?
","why do wages work the same as prices for any other good ?
"
549,549,601,2,"Necessity-based entrepreneurship is motivated by survival needs such as income for food and shelter (""push"" motivations), whereas opportunity-based entrepreneurship is driven by achievement-oriented motivations (""pull"") such as vocation and more likely to involve the pursue of new products, services, or underserved market needs. The economic impact of the former type of entrepreneurialism tends to be redistributive while the latter is expected to foster technological progress and thus have a more positive impact on economic growth. ",The economic impact of the former type of entrepreneurialism tends to be redistributive while the latter is expected to foster technological progress,have a more positive impact on economic growth,"why is there a difference between necessity - based and opportunity - based entrepreneurship ?
","why is opportunity - based entrepreneurship more likely to foster technological progress ?
"
550,550,602,2,"As a result, those who are unable to afford an education, or choose not to pursue optional education, generally receive much lower wages. The justification for this is that a lack of education leads directly to lower incomes, and thus lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor.",The justification for this is that a lack of education leads directly to lower incomes,"lower aggregate savings and investment. Conversely, education raises incomes and promotes growth because it helps to unleash the productive potential of the poor","why do people who can ' t afford an education receive lower wages ?
","why does a lack of education lead to lower incomes ?
"
551,551,603,2,"Education is very important for the growth of the economy, however educational inequality in gender also influence towards the economy. Lagerlof and Galor stated that gender inequality in education can result to low economic growth, and continued gender inequality in education, thus creating a poverty trap. It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth, which can explain why there is economic inequality between countries.","Lagerlof and Galor stated that gender inequality in education can result to low economic growth, and continued gender inequality in education","creating a poverty trap. It is suggested that a large gap in male and female education may indicate backwardness and so may be associated with lower economic growth, which can explain why there is economic inequality between countries","why is there a poverty trap ?
","why did lagerlof and galor believe that gender inequality in education can cause lower economic growth ?
"
552,552,604,2,"process by which, under certain conditions, newly created wealth concentrates in the possession of already-wealthy individuals or entities. According to this theory, those who already hold wealth have the means to invest in new sources of creating wealth or to otherwise leverage the accumulation of wealth, thus are the beneficiaries of the new wealth. Over time, wealth condensation can significantly contribute to the persistence of inequality within society.","According to this theory, those who already hold wealth have the means to invest in new sources of creating wealth or to otherwise leverage the accumulation of wealth",are the beneficiaries of the new wealth,"why are the beneficiaries of the new wealth ?
","what happens to those who have the means to invest in new sources of wealth ?
"
553,553,605,2,"Following the utilitarian principle of seeking the greatest good for the greatest number--economic inequality is problematic. A house that provides less utility to a millionaire as a summer home than it would to a homeless family of five, is an example of reduced ""distributive efficiency"" within society, that decreases marginal utility of wealth and thus the sum total of personal utility. An additional dollar spent by a poor person will go to things providing a great deal of utility to that person, such as basic necessities like food, water, and healthcare; while, an additional dollar spent by a much richer person will very likely go to luxury items providing relatively less utility to that person.","A house that provides less utility to a millionaire as a summer home than it would to a homeless family of five, is an example of reduced ""distributive efficiency"" within society, that decreases marginal utility of wealth","the sum total of personal utility. An additional dollar spent by a poor person will go to things providing a great deal of utility to that person, such as basic necessities like food, water, and healthcare; while, an additional dollar spent by a much richer person will very likely go to luxury items providing relatively less utility to that person","why is economic inequality problematic ?
","what is the effect of reduced distributive efficiency ?
"
554,554,606,2,"An additional dollar spent by a poor person will go to things providing a great deal of utility to that person, such as basic necessities like food, water, and healthcare; while, an additional dollar spent by a much richer person will very likely go to luxury items providing relatively less utility to that person. Thus, the marginal utility of wealth per person (""the additional dollar"") decreases as a person becomes richer. From this standpoint, for any given amount of wealth in society, a society with more equality will have higher aggregate utility.","An additional dollar spent by a poor person will go to things providing a great deal of utility to that person, such as basic necessities like food, water, and healthcare; while, an additional dollar spent by a much richer person will very likely go to luxury items providing relatively less utility to that person","the marginal utility of wealth per person (""the additional dollar"") decreases as a person becomes richer","why does the marginal utility of wealth decrease as wealth increases ?
","what happens to the marginal utility of wealth per person ?
"
555,555,607,2,"Also note that the whole of the increase in environmental degradation is the result of the increase of emissions per person being multiplied by a multiplier. If there were fewer people however, this multiplier would be lower, and thus the amount of environmental degradation would be lower as well. As such, the current high level of population has a large impact on this as well.","If there were fewer people however, this multiplier would be lower",the amount of environmental degradation would be lower as well,"why would the amount of environmental degradation be lower ?
","what would happen if there were fewer people ?
"
556,556,608,2,"As a result, income and economic inequality increases, and it becomes more difficult to reduce the gap without additional aid. To prevent such inequality, this approach believes it 's important to have political freedom, economic facilities, social opportunities, transparency guarantees, and protective security to ensure that people are n't denied their functionings, capabilities, and agency and can thus work towards a better relevant income. ","To prevent such inequality, this approach believes it 's important to have political freedom, economic facilities, social opportunities, transparency guarantees, and protective security to ensure that people are n't denied their functionings, capabilities, and agency and can",work towards a better relevant income,"why is it important to have political freedom ?
","what happens when people are denied their functionings , capabilities , and agency ?
"
557,557,609,2,"Only after binding to calcitriol can T-cells perform their intended function. Other immune system cells that are known to express CYP27B1 and thus activate vitamin D calcidiol, are dendritic cells, keratinocytes and macrophages. ",Other immune system cells that are known to express CYP27B1,"activate vitamin D calcidiol, are dendritic cells, keratinocytes and macrophages","why do dendritic cells and keratinocytes activate vitamin d calcidiol ?
","what happens to other immune system cells that express cyp27b1 ?
"
558,558,610,2,"Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright. Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare. In some circumstances, however, parties announce ""free votes"", which allows Members to vote as they please.","Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright","as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party 's policies are rare","what happens to errant members of the scottish parliament ?
","why is the independence of scottish parliament low ?
"
559,559,611,2,"Informal rule is generally less costly than taking over territories formally. This is because, with informal rule, the control is spread more subtly through technological superiority, enforcing land officials into large debts that cannot be repaid, ownership of private industries thus expanding the controlled area, or having countries agree to uneven trade agreements forcefully. ","This is because, with informal rule, the control is spread more subtly through technological superiority, enforcing land officials into large debts that cannot be repaid, ownership of private industries","expanding the controlled area, or having countries agree to uneven trade agreements forcefully","why is informal rule more costly than formal rule ?
","why is informal rule more costly ?
"
560,560,612,2,"Contiguous land empires such as the Russian or Ottoman are generally excluded from discussions of colonialism.:116 Thus it can be said that imperialism includes some form of colonialism, but colonialism itself does not automatically imply imperialism, as it lacks a political focus.-LSB-further explanation needed-RSB- ",Contiguous land empires such as the Russian or Ottoman are generally excluded from discussions of colonialism.:116,"it can be said that imperialism includes some form of colonialism, but colonialism itself does not automatically imply imperialism, as it lacks a political focus.-LSB-further explanation needed-RSB","why is it difficult to say that imperialism includes some form of colonialism ?
","why are the russian or ottoman excluded from discussions of colonialism ?
"
561,561,613,2,"The concept environmental determinism served as a moral justification for domination of certain territories and peoples. It was believed that a certain person 's behaviours were determined by the environment in which they lived and thus validated their domination. For example, people living in tropical environments were seen as ""less civilized"" therefore justifying colonial control as a civilizing mission.",It was believed that a certain person 's behaviours were determined by the environment in which they lived,validated their domination,"why did environmental determinism serve as a moral justification for domination ?
","why was it believed that a person ' s behaviours were determined by the environment in which they lived ?
"
562,562,614,2,"Following a long period of military setbacks against European powers, the Ottoman Empire gradually declined into the late nineteenth century. The empire allied with Germany in the early 20th century, with the imperial ambition of recovering its lost territories, but it dissolved in the aftermath of World War I, leading to the emergence of the new state of Turkey in the Ottoman Anatolian heartland, as well as the creation of modern Balkan and Middle Eastern states, thus ending Turkish colonial ambitions. ","The empire allied with Germany in the early 20th century, with the imperial ambition of recovering its lost territories, but it dissolved in the aftermath of World War I, leading to the emergence of the new state of Turkey in the Ottoman Anatolian heartland, as well as the creation of modern Balkan and Middle Eastern states",ending Turkish colonial ambitions,"why did the ottoman empire decline into the late nineteenth century ?
","why did the dissolution of the ottoman empire occur ?
"
